question,extracted_terms
"어떤 부서가 있는지 몰랐기 때문에 당황했고, 성격이 내성적이냐는 질문도 의도를 알 수 없어 당황스러 웠습니다. 채용방식 그룹면접, 개인면접 ""상반기 인턴에서 인적성 검사를 합격하고 방문했습니다. 그룹 면접과 팀장 면접이 있었는데 5,6명씩 한팀이고 두팀이 그룹면접에 임하게 됩니다. 그룹면접 중 간에 한명씩 데려가서 팀장님과 면담을 하게 됩니다. 그룹 면접에선 사원들 세명 정 도가 팀끼리 토론하고 발표하는 것을 지켜보십니다. 팀장 면접 직전엔 마실 것도 권 유해 주시는 등 긴장을 풀어주시려 노력하십니다. 그룹면접에서 저희 조는 NFV에 관한 것이 나왔습니다. 팀장 면접 질문은 지원이유와 자기소개, 첫면접인지, 성격이 내성적인지, 야근할 수 있는지, 현장조사시 야근할 수 있는지, 건강한지, 부서는 어 떤 것이 있는지 아는지, 사내에 아는 선배가 있는지, 다음 카카오톡 합병을 ICT관점 에서 말해봐라 등이 있었습니다."" BEST 불합격 보통 신입공채 채용 판도 뒤바꾼 SKT…”오히려 좋 아” [인터뷰] SK텔레콤 광고사업팀 김유민님, Ranker팀 김태 현님 찐친부터 가족까지 입사시키고 싶은 이 회 사, 비결은? 찐으로 ‘좋아요’ 꾸욱 누르게 만드는 SKT 구성원 리뷰 모 음.zip K텔레콤(주) 사의 빠른 소식을 받아보세요! 2 코이즈(주) 8 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  신고하기 도움이 돼요 2",zip
"무엇을 했는가?에 대해서 디테일하게 물어봅니다. 경력 이직이 처음이라서 준비를 제대로 하지 못했던 점이 아쉽네요. 상당히 기술적인 것을 설명해줘야 할 듯 합니다. 어떤 알고리즘을 써서 개발했냐? 이런거 없냐? 라는 질문을 받았는데 그 때, 저는 내가 구현한 사항을 말하면 안될 것 같아서 세세히 말하지 않았습니다. 대충 ""이만큼 했다."" 라고만 했죠. 떨어진 이유가 여기에 있는 것 같아요. 기타 질문은 이직을 왜 하려하냐?, 제일 잘하는게 뭐냐? 라는 등등이었습니다. 제 면접 역사상 최악의 면접이었네요..ㅜㅜ 채용방식 개인면접 ""실무면접만 보고 떨어졌네요. 우선 온라인 지원 후, 전화가 왔습니다. 그리고 면접 날짜 잡고, 면접을 보러 을지로로 갔습니다. 면접의 내용은 그냥 평범했습니다. 아무래도 면접관이 개발자이지만 주로 외주개발을 많이 하기에 깊은 지식은 없었던 것 같네요. 저도 마찬가지였던 것 같구요."" 불합격 보통 도움이 돼요 5",사상
"왜 자신을 뽑아야 한다고 생각하는지? 들어와서 하고 싶은 일이 무엇인지? 발표시기 7일 후 ""면접관 7분, 자유로운 분위기에서 30분동안 진행"" 불합격 정보없음 신입공채 채용 판도 뒤바꾼 SKT…”오히려 좋 아” [인터뷰] SK텔레콤 광고사업팀 김유민님, Ranker팀 김태 현님 찐친부터 가족까지 입사시키고 싶은 이 회 사, 비결은? 찐으로 ‘좋아요’ 꾸욱 누르게 만드는 SKT 구성원 리뷰 모 음.zip K텔레콤(주) 사의 빠른 소식을 받아보세요! 3 엘티삼보(주) 1 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  신고하기 도움이 돼요 0",zip
1. 프레임 워크란? 2. html5에 대해서,ml
"Linux, Windows Server 설치 및 관리 경험 여부 커널컴파일, 웹서버 설치 경험이 있는지 ""이력서 제출 -> 면접전 시험 -> 시험결과와 함께 면접 진행 -> 합격후 OJT 1~2개 월 진행 -> 최종 합격여부 발표"" 합격 보통 도움이 돼요 1",커널
"자기소개 (지원동기, 장단점) String과 StringBuffer 차이점 Map과 Hashmap의 차이점 오버라이딩의 추상적 개념 데이터 캡슐화 설명하기 최근 이슈되는 웹 보안 할 수 있는 방법 좋은 개발자란 어떤것인가? RDBMS에서 JOIN의 종류와 각각의 특징 설명하기 HTML의 구조 주어진 특징을 CSS로 적기 주어진 테이블을 보고 쿼리 만들기 Paging클래스 알고리즘 만들기 (게시판 블록사이즈, 페이지사이즈) i++ + ++j =? (i=5, j=6) •int main() { int i, n = 20; for (i = 0; i < n; i--) printf(""*""); return 0; } 여기서 한문자만 고쳐서(삭제,추가 불허) * 문자를 20번 출력하게 하시오 채용방식 그룹면접 발표시기 3일 후 ""최대한 자세하게 작성해주세요. 최초 연락부터 인터뷰 횟수, 분위기, 면접관의 특 징, 면접 팁 등 1. 서류면접을 합격했으니 내일 면접볼 수 있냐고 해서 다음날 면접 봄. 2. 오자마자 간단한 기술 테스트를 봄 3. 면접을 대기하다가 다대다 면접을 봄 4. 전체적으로 딱딱한 분위기는 아니나 30분 걸림"" 불합격 부정적 도움이 돼요 5","map, 클래스"
"1. React 18에서 달라진 점 2. container와 component의 차이점 3. Promise와 Callback에 대해 설명하시오 발표시기 5일 후 ""서류 검토 후 1차 면접 이후 2차 면접"" 불합격 긍정적 도움이 돼요 0","contain, Callback"
사전 과제 작성 기간 사전 과제 작성 주요 포인트 수행 업무 경험,사전
리더 역할 해본 경험 스프링 관련 질문 Mvc 인터셉터 필터 차이 어노테이션 아는것,필터
멀티 인덱스 성능 관련 질문 리액티브 프로그래밍 관련 질문 함수형 인터페이스 등 java8 관련 질문들,함수
사전과제 관련질문 성격의 단장점 이전직장의 업무관련방식,사전
알고리즘에 대해 설명하세요 UI가 그려지는 과정을 설명하세요 특정 함수에 대해 설명하세요,함수
"역색인, 함수형 프로그래밍 특장, 자바8에서 추가된 사항, 디자인 패턴, msa 란?",함수
임원급 면접이 생각보다 난이도가 있었고 인사팀 인성 면접은 생각보다 실망스러웠음 리스트에 있는 질문만 읊는 수준,리스트
1. 클래스에 대해 설명하시오 2. 다른 사람과 의견 충돌이 일어났을 때 해결방법은? 3. 본인의 코딩스타일은 어떻게 되나요?,클래스
질문리스트 뽑아와서 질문함. 심층질문 없음,리스트
두분이 들어오셔서 면접을 진행했는데 두분 다 노트북만 쳐다보고 말하는사람 얼굴도 보지않으며 경청 도하지않는 모습이 참 인상적이었음. 지원동기가 무엇이냐는 질문에 국내 탑 이커머스기업에서 제 역량을 발휘하고파 지원하게되었다 대강 이런식으로 말했는데 면접관이 풋 하고 웃음..사기가 떨어졌음,얼굴
"spring 기본 개념질문 1. aop, filter, interupt 등에 대한 질문 2. di, ioc 질문 3. 직무경험에 대한 질문",filter
"문자열 리버스 함수를 구현하시오. 팩토리 메서드로 리펙토링 하시오. 직접 구현한 플랫폼을 그리고 설명하시오 채용방식 필기시험, 스킬테스트, 개인면접 발표시기 30일 후 ""손코딩, 기술면접, CTO 면접 순으로 진행. 평이한 난이도에. CTO면접은 주로 CTO님의 말씀 듣는 시간이었음"" 합격 긍정적 도움이 돼요 0",함수
"자소서에 작성한 기술에 대해 깊이있게 질문이 들어옴............. 채용방식 인/적성검사, 스킬테스트, 개인면접 발표시기 20일 후 ""서류, 코딩테스트, 1차 기술면접, 2차 기술면접, 3차 써드아이 면접 과정을 거쳤습 니다. 기술 면접에서는 주로 자기소개서에 작성한 능력에 대해서 깊이 있게 물어봤고 면 접관분들이 포커페이스셔서 약간 압박감을 느꼈습니다. 써드아이 면접에서는 이전 직장에 대한 질문과 성격이나 가치관 등에 대해 질문을 편안한 분위기에서 받았습니다. 2차 면접과 3차 면접이 다른 날 있는줄 알고 갔다가 같은 날에 봐서 준비를 전혀 못 해서 당황했습니다. 면접을 통해 모르는걸 배우기도 했고 불합격했지만 좋은 경험이었습니다."" 불합격 긍정적 (주)트레드링스 Back-end 개발 상시 채용 경력무관, java, Spring, SQL, java spring 백엔드  (주)자비스앤빌런즈 [대규모 채용] Backend Engineer 3 ~ 20년, java, Spring 합격보상 100만원  (주)쏘카 Backen 3 ~ 8년, J 합 액 3000억원 이상 대원씨티에스(주) 포지션 0개 채용 중 2 코이즈(주) - 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  신고하기 도움이 돼요 0",end
- 온라인 테스트 코드 리뷰 - 사용하는 언어에 대한 기본적인 질의 (data type이나 메모리 사용),"at, type"
"회사에 지원한 동기, 자기소개, 기능리스트를 뽑인 이유 ""전문적이지 않은 실무자가 들어와서 원론적인 면접을 진행합니다. 많은 양의 기획 서를 주고 30분만에 기능리스트를 쭉 뽑으라고 합니다~. 30분안에 보기에는 무리 인 시간. 운 좋아서 까다로운 핵심기능 페이지가 눈에 들어와야함 ㅎㅎ"" 합격 보통 도움이 돼요 1",리스트
"자기소개. 코딩 내용 중 수정할게 없는지 물어봄. 자바 객체에 대한 질문. call by value. call by reference 채용방식 스킬테스트, 개인면접 발표시기 6일 후 ""불합격. 서류합격 코딩테스트 합격 1차면접에서 불합격."" 불합격 보통 도움이 돼요 0",객체
"1. 자기소개 2. 스프링이 뭐냐 3. Concurrent 아냐 4. catch uncatch 차이 5. throws, throw 차이 등 여러개",at
"프로젝트를 진행하면서 어려웠던 점, 자바 기초 문법 (추상 클래스나 인터페이스 등)",클래스
"java언어에 대한 이론 질문 예) 인터셉트, web.xml, static, 상속, 추상화, 캡슐화 등","ml, at"
"문제 해결방안에 대한 질문 제출한 코딩시험에 대한 질문 Db 플랜관련 질문 쓰레드 관련질문 메모리캐시 관련 질문 채용방식 필기시험, 인/적성검사, 스킬테스트, 개인면접 발표시기 7일 후 ""코딩시험.. 1차 기술면접 해 온일을 하나하나 설명하고 그에 대한 문제 해결방향을 편하게 이야기 했음. 2차 cto면접 기술적인 질문 일부와 문제 해결 과정에 대한 질문을 받았음. 3차 써드아이면접 기업문화와 맞는지 이야기하는 편안한 티타임?"" 합격 긍정적 (주)트레드링스 Back-end 개발 상시 채용 경력무관, java, Spring, SQL, java spring 백엔드  (주)박차컴퍼니 JAVA 개발자 5년 이상, java, spring boot, Docker, Jenkins, Spring Dat… 합격보상 100만원  (주)피매치 백엔드 경력무관, p 합 액 3000억원 이상 (주)교원 포지션 0개 채용 중 2 코이즈(주) - 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  신고하기 도움이 돼요 1","end, at"
코딩 테스트에서 iterator에 대해서 구현하기,at
"3대1 면접. 자기소개 따로 없음. 코딩테스트 리뷰-자소서 기반&기술 질문-손코딩 순으로 진행. 아래 생 각나는대로 적어봄. 코딩테스트 리뷰 본인 생각에 코딩테스트에서 가장 아쉬웠던 점은? 코딩테스트 후 완성도를 높이기 위해 더 노력한 사항이 있는지? 설계나 사용한 자료구조에 대한 설명 등 질문 자소서에 적힌 사항에 대한 질문들 벡터&어레이리스트&배열의 차이점은? 추상클래스와 인터페이스의 차이점은? 오버로딩과 오버라이딩의 차이점은? OOP의 특징 4가지를 설명해보라 Java의 접근제한자 4가지를 설명해보라 synchronized에 대해서 아는대로 설명해보라 등 주로 Java, Spring에 대한 질문이고 네트웤, OS 등에 대한 질문도 몇 개 있음. 타기업들과 비교했을때 그닥 어려운 난이도는 아님. ""서류전형-코딩테스트-1차면접 후 탈락. 코딩테스트는 타기업들과 달리 프로그램 작성 후 메일로 프로젝트를 제출하는 식. 1차면접은 타기업들과 크게 다르지 않은 다대일 기술면접 형식. 면접관들은 면접에 대한 교육을 따로 받고 들어오시는듯 굉 장히 친절하심. 다만 각 전형별 피드백이 없는 부분이나 면접진행 시 불필요하게 여 러 사람과 장소를 거쳐야 하는 등 프로세스는 좀 아쉬웠음."" (주)쏘카 Backend Developer 3 ~ 8년, Javascript 합격보상 100만원  (주)코드박스 [200억 ↑투자, 두나무 계열사] 소프트 웨어 엔지니어 3 ~ 10년, python, react, graphql, typescript, Django fra…  (주)트레드 Back-e 경력무관, j 액 3000억원 이상 (주)교원 포지션 0개 채용 중 2 코이즈(주) - 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스","벡터, 리스트, 클래스, end, type"
"시험:문자열 뒤집기, 문자열 리스트 뒤집기, 교집합구하기, 문자열+십진수+정렬 synchronized , 추상클래스와 인터페이스 차이, 재사용리스트뷰, 트러블 슈팅, 어려웠던점, 커스텀뷰, 자바 버전간 차이, 각종 신기술 등등 질문의 스타일이 추상클래스와 인터페이스의 차이가 뭐에요? 이게 아니고 추상클래스 써봤어요? 커스텀뷰 써봤어요? 어떤 기술 써봤어요? 라서 시험 잘치고 대답 잘해도 안 써봤다면 대답해도 떨어질듯.","리스트, 집합, 클래스"
"손코딩은 간단한 알고리즘 문제가 나옴. 교집합. 비트연산. 요구사항에 맞는 리스트 만들기 기술 질문은 직무에 관련된 기술에 대해 세세하게 물어보는 편. 단순하게 사용해본 프레임워크나 MVC, IoC, AOP 등에 대해 아는 것을 설명해 달라고도 함. 사용해본 데이터베이스의 차이점이나 장점 등도 질문함.","집합, 리스트"
"팀장급 면접 다른 후기에 나온 질문 안에서 나옴. 필기문제는 이진수 구하기(2로 나누거나 시프트 하는), Set 교집합, List<Integer>를 20이하로 묶어서 새 List 만들기 CTO 면접 러시아에 있는 서버와의 통신 시간이 너무 오래 걸린다 어떻게 줄이나? 스프링 컨트롤러에서 서비스 로그를 남겨야 하는데, 로그를 남기는것 자체가 I.O가 발생하는데 효율적 으로 하려면? 채용방식 필기시험, 개인면접 발표시기 20일 후 ""경력직 서류-팀장급 기술(2인)-CTO기술-써드아이 인성"" 불합격 보통 도움이 돼요 1","시프트, 집합"
"1차 : 프로젝트 관련 - 함수형 프로그래밍을 쓰는 이유, 메모리 관련 라이프사이클, 자바 8의 변경 사항 등 지원서와 관련된 내용을 주로 물어봄 2차 : 복잡도, 기초 자료구조 및 알고리즘을 회사 문제에 적용하는 방법, 상황에 맞는 설계",함수
oop란 oop의 3대조건 interface와 추상화 클래스 virtual 키워드 오버라이드와 오버로딩 프로젝트 질문 퀵소트 빅오 다형성 c언어 int와 자바의 int 차이점 다익스트라 알고리즘,클래스
"oop란 오버로딩 오버라이딩 상속성 compareTo메소드 equires메소드 해시코드 인터페이스 추상클래스 발표시기 30일 후 ""(기술면접) 면접관 3 지원자 1 로 진행되었다. 자기소개를 시작으로 온라인test질문 1개 프로젝트 관련 질문 1개 자바 기초 질문 다수 형상관리,디버깅 관련 질문 질문을 준비한 것이 아니라 즉석에서 생각해내려고 애쓰는 모습이 보였다.. 자바를 중점적으로 질문했고 이 기업에서 어떤 기술을 필요로 하는지 명확하게 보 이지 않았다."" 대기중 보통 도움이 돼요 1",클래스
"(과제) 왜 이런 방식으로 만들었는지.. 이 클래스를 만든 이유와 역할은? (손코딩) 문자열을 입력받아서 글자 개수 출력(빈칸은 세지 않음) (기본 지식) WAS 동작 방식에 대해 설명하시요 채용방식 필기시험, 개인면접 발표시기 7일 후 ""2:1 면접이였습니다. 들어가서 인사한 후, 1분 자기소개를 하고 과제에 대한 질문을 받았습니다. 그 후, 웹개발과 관련된 기본적인 질문과 손코딩 문제를 풀어보라고 하셨습니다."" 불합격 보통 도움이 돼요 0",클래스
"코딩문제가 가장 어려웠으며 A4용지 1장당 한문제로 진행 총3문제 리스트관련문제, 상속관련문제, 헤 쉬멥구현? 문제",리스트
"1차면접은 10문항 필기 시험 진행 + 기술 관련 질문 + 간단한 손코딩 jquery .end() .eq .get [] 각각 하는일과 차이점 이벤트 버블링 call, apply 차이 2차면접은 인성 + 기술 조금 진행 했던것같음. 질문은 주로 이직사유 등 무난한 질문이였던것같음","end, get"
온라인테스트에 대한 클래스다이어그램 물어봄. 데이터베이스 관련 질문,클래스
"1차는 코딩 테스트를 보았는데, 상속에 대한 개념, 교집합에 대한 개념 에 관한 문제가 나왔었습니다. 면접 질문은 지원 동기와 이력서 상에 나와있는 내용들을 상세히 물어보았었습니다. 채용방식 필기시험, 스킬테스트, 케이스 면접 발표시기 1일 후 ""1차 실무면접 ->2차 임원면접 ->3차 서드아이 순으로 보았습니다."" 불합격 보통 도움이 돼요 0",집합
"티몬에 왜 입사지원을 했는가? 하고싶은 일이 뭔가? 실행방안은 어떤것인가? 채용방식 개인면접 발표시기 1일 후 ""채용사이트 이력서를 보고 컨설턴트 회사에서 연락이와 1차 실무면접 진 행 1차 실무면접은 진행했던 프로젝트 위주의 질문들, 편하게 대화하는 분위기 바로 다음날 1차합격 통지 및 2차 CTO 면접 일정 확인 CTO 면접은 CTO님 성격에 따라 급하게 진행됨. 맞게될 업무의 큰그림 및 실무 능력 위주 압박면접 Third eye 면접은 인성이나 조직 문화에 맞는 인원을 선별하는 면접으로 편안한 분위기에서 진행"" BEST 액 3000억원 이상 휴맥스홀딩스(주) 포지션 0개 채용 중 2 코이즈(주) - 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  회사소개 이용약관 개인정보처리방침 커뮤니티가이드라인 모바일 버전 공지사항 광고 및 제휴문의 고객 문의 FAQ | | | | | | | | (주)브레인커머스 서울특별시 강남구 테헤란로 509 엔씨타워 I, 10층 | 대표   황희승, 윤신근 | 개인정보보호관리자   윤신근 사업자등록번호   120-87-92182 | 통신판매업 신고번호   제2014-서울강남-02942호 | 유료 직업소개사업 등록번호   (국내) 제2017-3220163-14-5-00046호 대표번호   1644-5641 (10:00~17:00 / 매월 마지막 금요일 09:00~13:00 / 주말 및 공휴일 휴무) | 대표이메일 : customer_service@jobplanet.co.kr ©Jobplanet. All rights reserved. 63 64 65 66 67",실행
"갑자기 트래픽이 몰렸을때 소프트웨어 적으로 해결할 수 있는 방법은? Java enhanced for loop 를 사 용하여 a, b 교집합을 리턴하는 클래스를 구현하시오,","집합, 클래스"
"대부분 DB 관련된 질문 및 평이한 업무관련 질문이 주를 이뤘고, 마지막에 광케이블로 지구반대편의 웹서버에 html 문서를 요청한다면 얼마나 시간이 걸릴까 라는 문제에서는 답변을 하지 못했습니다.",ml
mybatis와 하이버네이트의 장단점과 차이점,at
"경력직 면접에서 이정도까지 이론위주의 질문을 하는 곳은 처음이었기에 50%정도의 질문이 당황스러 웠음. 물론 자신이 한 프로젝트, 어떻게 해결했는지, 문제사힝 있는지, 그리고 프로젝트 내용에서 약간 파고드 는 면이 있음. ""최초 연락 후 1차 기술면접, 기술면접은 아키텍쳐, 지원팀의 팀장님 2분이 며, 간단한 손코딩 시험이 있음 (신입, 경력 관계없이 다 봄) 아주 기본적인 자료구조 수준의 손코딩임. 2차는 CTO 면접이 먼저 진행되고 CTO 진행되고 나서 인성면접 따로 진행함. CTO가 이번에 새로 왔는데 완벽한 개발자 출신이라 상당히 디테일하게 물어봄. 자신이 한 업무에 대해서 디테일하게 물어보는 수준이 아니라 자신이 사용하는 언 어에 대해서 기초를 아주 잘 알아야함. 기초가 아주아주아주 중요함."" BEST 111퍼센트(주) [111퍼센트] 1인 개발자 모집 경력무관, Unity, 유니티 합격보상 100만원  리디(주) 백엔드 소프트웨어 엔지니어 7 ~ 12년, MYSQL, node.js, go, typescript 합격보상 100만원  (주)피매치 백엔드 경력무관, p 합 액 3000억원 이상 (주)솔루엠 포지션 2개 채용 중 3 엘티삼보(주) - 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스",type
