question,extracted_terms
"면접 1주 전에 이틀간의 과제테스트가 주어지고, 과제한 결과를 가지고 면접 때 발표와 시연 시간을 가 진 후 질의 응답을 하고 남은 시간에는 cs지식이나 포트폴리오 내용 토대로 질문 받았습니다.",제한
자신있는 분야는? 다른 팀과의 자신만의 협업 노하우는? 이동통신 네트워크 구조에 대해 아시는 게 있다면 설명,네트워크
"업무하면서 가장어려웠던일, 어려운걸어떻게극복했나, 사람들하고관계는어땠나 채용방식 인/적성검사, 개인면접 발표시기 30일 후 ""직무에대해물어봄, 이력성위주로물어봄, 면접관2명 2대1면접"" 합격 긍정적 도움이 돼요 0",관계
디버깅은 어떻게 하셨나요? 퍼블릭 클라우드로 구성하지 않고 온프레미스로 구성한다면 어떻게 해야할까요?(퍼블릭 클라우드를 사용한 프로젝트가 pt에 있었음) 마지막에 직군이 몇개 있는 데 그 중에 뭘 하고 싶냐(데이터/프론트/백엔드 등등),데이터
"펜을 쓰지않고 문제 풀기, 손코딩등 진행하였습니다. ""흔한 공채, 그렇지만 만만하지 않은 주변 사람들"" K텔레콤(주) 사의 빠른 소식을 받아보세요! 2 코이즈(주) 8 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  회사소개 이용약관 개인정보처리방침 커뮤니티가이드라인 모바일 버전 공지사항 광고 및 제휴문의 고객 문의 FAQ | | | | | | | | (주)브레인커머스 서울특별시 강남구 테헤란로 509 엔씨타워 I, 10층 | 대표   황희승, 윤신근 | 개인정보보호관리자   윤신근 사업자등록번호   120-87-92182 | 통신판매업 신고번호   제2014-서울강남-02942호 | 유료 직업소개사업 등록번호   (국내) 제2017-3220163-14-5-00046호 대표번호   1644-5641 (10:00~17:00 / 매월 마지막 금요일 09:00~13:00 / 주말 및 공휴일 휴무) | 대표이메일 : customer_service@jobplanet.co.kr ©Jobplanet. All rights reserved. 11 12 13 14 15","정보, 번호"
"1. 네트워크 망분리 찬성/반대 2. 어떤 소프트웨어 개발론을 도입해야 하는가? 3. WAS 관련 문제 4. 네트워크 쪽 문제 5. 인생그래프(가장 어려웠던 일, 영향을 끼친 일)","네트워크, AS"
"직무면접(40분) - 모든 질문이 자기소개서에 철저하게 기반되었습니다. 자기소개서 적은 내용을 철저하게 검증하고, 분석하고, 재질문하면서 준비하면 될 것 같아요. HR면접(20분) - 자신의 라이프 사이클 그리고 설명하기 라이프 사이클에 나온 관련 질문들 전공을 선택한 이유? 복전 이유? 왜 SK텔레콤인가?(지원동기) PT(40분), 토의(70,70,80분 총3개)는 현업자 수준으로 매우어려웠습니다만, 문제해결능력을 엿보시려 는것 같았습니다. 저는 PT주제는 전부 모르는 주제만 나왔고, 지문에 근거해서 풀었습니다. 그렇기 때문에 상당히 허접한 답변이 나왔습니다. 다만, 왜 그런 답이 나왔는지 근거에 대해서 열심히 생각했고 얘기를 했습니다. PT 는 40분 준비, 20분 발표입니다. 하지만 5분미만으로 발표하고(내용이 없으니 발표도 짧았네요 ㅠㅠ) 질문받았습니다.",분석
1. 과재를 주고 발표를 함. SKT 제품정보가 주어지며 그것을 가지고 영업 전략 및 고객 발표 PT를 작성 하여 발표 2. 경력에 대해 설명 3. 단점 4. 장점,정보
"1. 직무 면접은 개인으로 진행되었으며 직무와 관련된 전공 내용이 적힌 소문항 20개정도로 이루어진 대문항 3 개 중 대문항 2개를 골라 그 중 속해있는 소문항 1개씩을 PT 발표하는 형식 이였습니다. 2. HR 면접은 2인 1조로 진행되었으며 자소서 내용 이외의 인성에 대한 질문을 하였습니다. ex) 살면서 가장 힘들었던 일은?, 동료와 함께 일을 했던 경험이 있는가? 등 3. 팀장 면접은 개인으로 진행되었으며 자소서 관련하여 질문 내용이 나오며 약간의 압박 면접이 있었 습니다. ex) 자소서 문항 중 참신하게 문제를 해결한 적이 있는 내용에서 그게 진짜 참신하다고 생각하는가?, 어 떤 부분에서 그러는가? 4. 토론 면접은 총 8명 중 4명씩 팀을 이루어 진행하는 협상 면접과 8명 전원이 함께 해결해 나가는 토 론 면접, 주제에 대한 결론을 2팀으로 나누어 도출하는 면접이 진행되었습니다. ex) 각 팀에 대한 협상 조건을 주어주고 협상을 통해 원하는 결과를 얻는 면접, SKT 사업 관련하여 좋은 서비스를 제공하기 위한 결론 도출, 자료를 통해 소비자에게 맞는 사업아이템 구현",구현
그룹 면접 1. 4:4로 나누어 자료(팀별로 다른 자료와 다른 점수표)를 제공후 협상을 진행 협상 결과에 따른 점수판 정 2. Shadow IT의 해결방안 도출 3. 주어진 자료를 보고 새로운 사업 아이템 제시 개별면접 1. 자기소개서 기반 면접 2. 알고리즘 문제 6개? 주로 정렬과 관련된 알고리즘 3. 테스트 (정보처리 기사 수준?),"알고리즘, 정보"
경력 위주의 짧은 자기소개 memory leak multi thread asynctask의 문제점 주소록 검색 logic 설계 경험담 풀이,read
"pt 내용에 관련된 기본적인 질문과 tcp/ip에 대한 간단한 질문 채용방식 PT면접 발표시기 10일 후 ""준비해온 pt 발표 후, 발표자료에 대한 질문 진행."" K텔레콤(주) 사의 빠른 소식을 받아보세요! 3 엘티삼보(주) 1 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  회사소개 이용약관 개인정보처리방침 커뮤니티가이드라인 모바일 버전 공지사항 광고 및 제휴문의 고객 문의 FAQ | | | | | | | | (주)브레인커머스 서울특별시 강남구 테헤란로 509 엔씨타워 I, 10층 | 대표   황희승, 윤신근 | 개인정보보호관리자   윤신근 사업자등록번호   120-87-92182 | 통신판매업 신고번호   제2014-서울강남-02942호 | 유료 직업소개사업 등록번호   (국내) 제2017-3220163-14-5-00046호 대표번호   1644-5641 (10:00~17:00 / 매월 마지막 금요일 09:00~13:00 / 주말 및 공휴일 휴무) | 대표이메일 : customer_service@jobplanet.co.kr ©Jobplanet. All rights reserved. 17 18 19 20 21","정보, 번호"
Ccna가 잇냐 네트워크관련프로젝트 경험을 이야기 하라 학교는 지방에서 다닌것이냐(블라인드때문에 어거지로 물어보는듯) 학점수준은 상중하중 어디쯤이라고 생각하느냐 좋아하는 색깔은. 네트워크에서 가장중요하다고 생각하는것운?,네트워크
"기존에 해왔던 개발업무에 대한 설명 자료구조 관련 질문, 간단한 손코딩 앱개발시 이용하는 기본 API에 대한 이해도를 보기위한 질믄 채용방식 개인면접 발표시기 30일 후 ""실제 개발을하고있는 분들이 면접관이어서 좋았다 깊이있는 실무 얘기를 할 수 있 었다."" 신입공채 채용 판도 뒤바꾼 SKT…”오히려 좋 아” [인터뷰] SK텔레콤 광고사업팀 김유민님, Ranker팀 김태 현님 찐친부터 가족까지 입사시키고 싶은 이 회 사, 비결은? 찐으로 ‘좋아요’ 꾸욱 누르게 만드는 SKT 구성원 리뷰 모 음.zip K텔레콤(주) 사의 빠른 소식을 받아보세요! 2 코이즈(주) 8 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스",정보
자기소개 프로젝트 좋아하는 회사 어려웠던 일등 대체적으로 주관적으로 뭘 표현하길 원하는것 같음,표현
"팀장면접 중, '가장 최근에 마무리 지은 공부는 무엇인가?' ""을지로 T타워에서 이루어짐. 오전 8시까지 T타워에 도착. 인턴채용이었으므로 당일 오후 6시 30분즈음까지 이 루어짐. 오리엔테이션을 통해 진행될 면접 순서에 대해 전해들음. 각 조는 12명으로 이루어져있으며 조마다 진행되는 순서는 다르지만, - 팀장급 면접 - 그룹 면접 - 보고서 작성하기 - 협상 면접 - 직무별 간단한 테스트 정도로 면접이 진행됨."" K텔레콤(주) 사의 빠른 소식을 받아보세요! 2 코이즈(주) 8 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  회사소개 이용약관 개인정보처리방침 커뮤니티가이드라인 모바일 버전 공지사항 광고 및 제휴문의 고객 문의 FAQ | | | | | | | | (주)브레인커머스 서울특별시 강남구 테헤란로 509 엔씨타워 I, 10층 | 대표   황희승, 윤신근 | 개인정보보호관리자   윤신근 사업자등록번호   120-87-92182 | 통신판매업 신고번호   제2014-서울강남-02942호 | 유료 직업소개사업 등록번호   (국내) 제2017-3220163-14-5-00046호 대표번호   1644-5641 (10:00~17:00 / 매월 마지막 금요일 09:00~13:00 / 주말 및 공휴일 휴무) | 대표이메일 : customer_service@jobplanet.co.kr ©Jobplanet. All rights reserved. 19 20 21 22 23","정보, 번호"
"유니코드, 네트워크, 커널 등 심도있는 질문을 합니다 개념정도로는 택도 없더라구요 연구와 개발 중 연구하는 인력을 선호하는걸 느꼇어요",네트워크
"네트워크.데이터베이스.알고리즘 손코딩.현안토론 및 대안모색.논리서술.요금제관련질문.iot플랫폼 및 최신기술 동향에 대한 주제 채용방식 필기시험, 인/적성검사, 스킬테스트, 논술 시험, 케이스 면접, PT면접, 그룹면접, 토론면접, 개인면접 발표시기 30일 후 ""1박2일로 진행 이틀동안 열가지넘는 테스트를 진행한다. 10명이 한팀으로 진행하고 다시 5명씩 쪼개서 토론하기도 하고 합쳐서 토론하기도 한다. 주로 에스케이텔레콤 현안에 대해서 대안을 모색하는 과제가 주를 이룬다. 개인테스트도 진행하는데 전산학지식 및 손코딩이나 논리문제가 제출된다. 마지막날 개인면담을 수행하는데 주로 진행했던 프로젝트 위주로 물어본다."" 신입공채 채용 판도 뒤바꾼 SKT…”오히려 좋 아” [인터뷰] SK텔레콤 광고사업팀 김유민님, Ranker팀 김태 현님 찐친부터 가족까지 입사시키고 싶은 이 회 사, 비결은? 찐으로 ‘좋아요’ 꾸욱 누르게 만드는 SKT 구성원 리뷰 모 음.zip K텔레콤(주) 사의 빠른 소식을 받아보세요! 3 엘티삼보(주) 1 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스","네트워크, 데이터베이스, 알고리즘, 정보"
"자소서기반한 경험과 내가 대학에서 했던 활동과 성과기준으로 많은 질문을 받았 다 K텔레콤(주) 사의 빠른 소식을 받아보세요! 3 엘티삼보(주) 1 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  회사소개 이용약관 개인정보처리방침 커뮤니티가이드라인 모바일 버전 공지사항 광고 및 제휴문의 고객 문의 FAQ | | | | | | | | (주)브레인커머스 서울특별시 강남구 테헤란로 509 엔씨타워 I, 10층 | 대표   황희승, 윤신근 | 개인정보보호관리자   윤신근 사업자등록번호   120-87-92182 | 통신판매업 신고번호   제2014-서울강남-02942호 | 유료 직업소개사업 등록번호   (국내) 제2017-3220163-14-5-00046호 대표번호   1644-5641 (10:00~17:00 / 매월 마지막 금요일 09:00~13:00 / 주말 및 공휴일 휴무) | 대표이메일 : customer_service@jobplanet.co.kr ©Jobplanet. All rights reserved. 21 22 23 24 25","정보, 번호"
"인성면접 자기소개해봐라. 자소서면접 학교다닐때 했던 전공 프로젝트 전공면접 ""전공면접과 인성면접이 있었다. 공채로 들어가서 쉽지않았으며 1박2일동안 합숙 하면서 면접을 보았다."" K텔레콤(주) 사의 빠른 소식을 받아보세요! 2 코이즈(주) 8 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  회사소개 이용약관 개인정보처리방침 커뮤니티가이드라인 모바일 버전 공지사항 광고 및 제휴문의 고객 문의 FAQ | | | | | | | | (주)브레인커머스 서울특별시 강남구 테헤란로 509 엔씨타워 I, 10층 | 대표   황희승, 윤신근 | 개인정보보호관리자   윤신근 사업자등록번호   120-87-92182 | 통신판매업 신고번호   제2014-서울강남-02942호 | 유료 직업소개사업 등록번호   (국내) 제2017-3220163-14-5-00046호 대표번호   1644-5641 (10:00~17:00 / 매월 마지막 금요일 09:00~13:00 / 주말 및 공휴일 휴무) | 대표이메일 : customer_service@jobplanet.co.kr ©Jobplanet. All rights reserved. 22 23 24 25 26","정보, 번호"
"PT : 자유주제 실무면접 : 최근 5년 이내에 따로 실력개발을 위해 준비하는 것이 있는가? ""2015 상반기 인턴면접을 보았습니다. 인적성 발표 후 약 3주정도 준비 시간을 줬었습니다. 워낙 꼼꼼하고 차별화된 전형으로 유명한 회사라 준비할 것이 많았었습니다. 인턴면접임에도 불구하고 오전 9시부터 오후 6시까지 점심시간을 제외하고 휴식시 간 거의 없이 다양한 방법으로 면접이 진행됬습니다. 회사가 인재 채용에 많은 비용 과 노력을 기울인다는 것이 느껴졌습니다. 오전에는 PT면접 오후에는 팀장 실무면접과 HR면접을 진행했습니다. PT면접의 경우 관련 주제에 따라 개인이 발표내용을 작성하고 면접관님께 제출합 니다. 그 후 지원자들이 돌아가며 발표하는데 질문지를 작성해서 제출한 후 질의응 답을 하는 식으로 진행되었습니다. 점심식사 후 2대1로 실무면접을 했습니다. 철저하게 자기소개서 바탕으로 꼬리질 문이 들어오는 형식의 면접이었습니다. HR 면접의 경우 키워드를 주고 키워드 중 몇개를 골라서 SKT의 발전 방향에 대해 서술하는 논술식 면접이었습니다."" K텔레콤(주) 사의 빠른 소식을 받아보세요! 3 엘티삼보(주) 1 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  회사소개 이용약관 개인정보처리방침 커뮤니티가이드라인 모바일 버전 공지사항 광고 및 제휴문의 고객 문의 FAQ | | | | | | | | (주)브레인커머스 서울특별시 강남구 테헤란로 509 엔씨타워 I, 10층 | 대표   황희승, 윤신근 | 개인정보보호관리자   윤신근 사업자등록번호   120-87-92182 | 통신판매업 신고번호   제2014-서울강남-02942호 | 유료 직업소개사업 등록번호   (국내) 제2017-3220163-14-5-00046호 대표번호   1644-5641 (10:00~17:00 / 매월 마지막 금요일 09:00~13:00 / 주말 및 공휴일 휴무) | 대표이메일 : customer_service@jobplanet.co.kr ©Jobplanet. All rights reserved. 23 24 25 26 27","정보, 번호"
네트워크관련 자유 주제 열명 한 그룹으로 들어가 한명씩 발표하고 그에 대한 질문 두개씩 제출하면 면 접관이 질문지 중 골라서 질문,네트워크
"1)진행했던 프로젝트를 설명하되, 실제로 컴파일하고 실행하는 모습을 보여주십시오 2)관련경력 관련 기술이 어떠한것이 있는데 아는데로 설명바랍니다. 3)진행했던 프로젝트의 본인의 역활에 대해 설명바랍니다",파일
기본적인 알고리즘에 대해. 스레드 세이프에 대해 알고있는가. 기타 현재 직무에 대해,알고리즘
국내 스마트폰 사용자의 스마트폰을 이용하여 농구장 코트 채울때 몇층까지 채울 수 있는가,사용자
"수학 문제가 조금 어렵고 나머지는 생각했던것 보다 쉬움. 채용방식 필기시험, 인/적성검사, 영어면접, 개인면접, 기타 발표시기 50일 후 ""상사든 임원이든 계급이 다른데도 불구하고 다른 회사보다 평등함"" 합격 긍정적 신입공채 채용 판도 뒤바꾼 SKT…”오히려 좋 아” [인터뷰] SK텔레콤 광고사업팀 김유민님, Ranker팀 김태 현님 찐친부터 가족까지 입사시키고 싶은 이 회 사, 비결은? 찐으로 ‘좋아요’ 꾸욱 누르게 만드는 SKT 구성원 리뷰 모 음.zip K텔레콤(주) 사의 빠른 소식을 받아보세요! 2 코이즈(주) 8 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  신고하기 도움이 돼요 0",정보
"중간에 보드게임 비슷한걸 하는데 이게 제일 어려웠습니다. ""합숙으로 진행됩니다. 여러가지 활동을 많이 하고 모든 활동에 점수가 매겨집니다. 처음보는 사람들과 바로 토론을 시작해야하는 상황이 벌어집니다. 모두들 공격적으 로 토론에 임하기 때문에 이성을 잃지 않는것이 중요합니다."" 합격 정보없음 도움이 돼요 1",정보
기지국과 기지국사이 중첩되어 있는 셀에서 핸드오버가 일어날 때 통화품질 저하현상은 어떻게 극복할 수 있을까 합격 정보없음 도움이 돼요 0,정보
"역량피티 피피티 면접 제출하고 피티 면접을 진행 K텔레콤(주) 사의 빠른 소식을 받아보세요! 2 코이즈(주) 8 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  회사소개 이용약관 개인정보처리방침 커뮤니티가이드라인 모바일 버전 공지사항 광고 및 제휴문의 고객 문의 FAQ | | | | | | | | (주)브레인커머스 서울특별시 강남구 테헤란로 509 엔씨타워 I, 10층 | 대표   황희승, 윤신근 | 개인정보보호관리자   윤신근 사업자등록번호   120-87-92182 | 통신판매업 신고번호   제2014-서울강남-02942호 | 유료 직업소개사업 등록번호   (국내) 제2017-3220163-14-5-00046호 대표번호   1644-5641 (10:00~17:00 / 매월 마지막 금요일 09:00~13:00 / 주말 및 공휴일 휴무) | 대표이메일 : customer_service@jobplanet.co.kr ©Jobplanet. All rights reserved. 31 32 33 34 35 면접일자 2014/09 면접경로 공개채용","정보, 번호"
"기술면접 중 was에 대한 장단점 설명이 있었음. Was 종류 및 기능에 대핫 사전 연구가 필요 채용방식 인/적성검사, PT면접, 그룹면접 발표시기 10일 후 ""1차 면접은 기술면접.. 주제가 주어지고 한시간동안 발표를 준비해서 면접관들 앞에서 발표진행~ 기술적인 질문이 있었으나 그다지 압박은 아님 2차는 인성면접.. 회사 생활 및 각오에 대한 소신을 밝히고 좋은 분위기로 마무리됨..."" 합격 긍정적 K텔레콤(주) 사의 빠른 소식을 받아보세요! 2 코이즈(주) 8 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  회사소개 이용약관 개인정보처리방침 커뮤니티가이드라인 모바일 버전 공지사항 광고 및 제휴문의 고객 문의 FAQ | | | | | | | | (주)브레인커머스 서울특별시 강남구 테헤란로 509 엔씨타워 I, 10층 | 대표   황희승, 윤신근 | 개인정보보호관리자   윤신근 사업자등록번호   120-87-92182 | 통신판매업 신고번호   제2014-서울강남-02942호 | 유료 직업소개사업 등록번호   (국내) 제2017-3220163-14-5-00046호 대표번호   1644-5641 (10:00~17:00 / 매월 마지막 금요일 09:00~13:00 / 주말 및 공휴일 휴무) | 대표이메일 : customer_service@jobplanet.co.kr ©Jobplanet. All rights reserved. 32 33 34 35 36 신고하기 도움이 돼요 1","정보, 번호"
"최근 가장 기억에 남는 기사 하나를 말한 다음 그에 대해 어떻게 생각하는지 채용방식 인/적성검사, PT면접, 개인면접 ""인턴으로 지원했고 서류 - SKCT - 면접 순으로 진행되었습니다. 면접은 처음에 조별로 주제와 관련 자료를 준 다음 그 해결방안을 발표하는 것이었 습니다. 2개의 조가 서로 발표를 하고 그에 대해 질문을 던지는 그런 방식이었습니다. 그러면서 동시에 한명씩 불려가면서 1:다 면접을 봤습니다"" 불합격 정보없음 도움이 돼요 1",정보
"어떤 부서가 있는지 몰랐기 때문에 당황했고, 성격이 내성적이냐는 질문도 의도를 알 수 없어 당황스러 웠습니다. 채용방식 그룹면접, 개인면접 ""상반기 인턴에서 인적성 검사를 합격하고 방문했습니다. 그룹 면접과 팀장 면접이 있었는데 5,6명씩 한팀이고 두팀이 그룹면접에 임하게 됩니다. 그룹면접 중 간에 한명씩 데려가서 팀장님과 면담을 하게 됩니다. 그룹 면접에선 사원들 세명 정 도가 팀끼리 토론하고 발표하는 것을 지켜보십니다. 팀장 면접 직전엔 마실 것도 권 유해 주시는 등 긴장을 풀어주시려 노력하십니다. 그룹면접에서 저희 조는 NFV에 관한 것이 나왔습니다. 팀장 면접 질문은 지원이유와 자기소개, 첫면접인지, 성격이 내성적인지, 야근할 수 있는지, 현장조사시 야근할 수 있는지, 건강한지, 부서는 어 떤 것이 있는지 아는지, 사내에 아는 선배가 있는지, 다음 카카오톡 합병을 ICT관점 에서 말해봐라 등이 있었습니다."" BEST 불합격 보통 신입공채 채용 판도 뒤바꾼 SKT…”오히려 좋 아” [인터뷰] SK텔레콤 광고사업팀 김유민님, Ranker팀 김태 현님 찐친부터 가족까지 입사시키고 싶은 이 회 사, 비결은? 찐으로 ‘좋아요’ 꾸욱 누르게 만드는 SKT 구성원 리뷰 모 음.zip K텔레콤(주) 사의 빠른 소식을 받아보세요! 2 코이즈(주) 8 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  신고하기 도움이 돼요 2",정보
"-초,중,고 때의 공부의 의미? ""서류-> skct-> 토론면접/pt면접 -> 인성면접(역량면접?)"" 불합격 정보없음 도움이 돼요 0",정보
"전체적으로 편한 분위기였지만 인성면접중 한분은 압박면접의 경향이 있어 긴장함 ""면접은 다같이 모여서 팀별로 진행하는 방식 중간중간 한명씩 인성면접을 보는 방 식으로 토론면접과 인성면접을 동시에 진행"" 불합격 정보없음 도움이 돼요 0",정보
"본인이 생각하는 가장 중요한 인생 가치는? ""인턴 면접이었음 그룹면접에서는 OTP들을 견제할 SK 텔레콤의 대책은 무엇이 있을까 같은 문제 였 고 20분간 회의 20분뒤 내용 변경 살짝 해주시고(그렇다면 이러면 어떨까? 식) 발 표하는 시간 5분을 주었다. 인성면접은 평이한편 자기소개와 자소서 내용 위주로 진행하였다."" BEST 불합격 정보없음 도움이 돼요 2",정보
"무엇을 했는가?에 대해서 디테일하게 물어봅니다. 경력 이직이 처음이라서 준비를 제대로 하지 못했던 점이 아쉽네요. 상당히 기술적인 것을 설명해줘야 할 듯 합니다. 어떤 알고리즘을 써서 개발했냐? 이런거 없냐? 라는 질문을 받았는데 그 때, 저는 내가 구현한 사항을 말하면 안될 것 같아서 세세히 말하지 않았습니다. 대충 ""이만큼 했다."" 라고만 했죠. 떨어진 이유가 여기에 있는 것 같아요. 기타 질문은 이직을 왜 하려하냐?, 제일 잘하는게 뭐냐? 라는 등등이었습니다. 제 면접 역사상 최악의 면접이었네요..ㅜㅜ 채용방식 개인면접 ""실무면접만 보고 떨어졌네요. 우선 온라인 지원 후, 전화가 왔습니다. 그리고 면접 날짜 잡고, 면접을 보러 을지로로 갔습니다. 면접의 내용은 그냥 평범했습니다. 아무래도 면접관이 개발자이지만 주로 외주개발을 많이 하기에 깊은 지식은 없었던 것 같네요. 저도 마찬가지였던 것 같구요."" 불합격 보통 도움이 돼요 5","알고리즘, 구현"
"왜 자신을 뽑아야 한다고 생각하는지? 들어와서 하고 싶은 일이 무엇인지? 발표시기 7일 후 ""면접관 7분, 자유로운 분위기에서 30분동안 진행"" 불합격 정보없음 신입공채 채용 판도 뒤바꾼 SKT…”오히려 좋 아” [인터뷰] SK텔레콤 광고사업팀 김유민님, Ranker팀 김태 현님 찐친부터 가족까지 입사시키고 싶은 이 회 사, 비결은? 찐으로 ‘좋아요’ 꾸욱 누르게 만드는 SKT 구성원 리뷰 모 음.zip K텔레콤(주) 사의 빠른 소식을 받아보세요! 3 엘티삼보(주) 1 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  신고하기 도움이 돼요 0",정보
