question,extracted_terms
"만들어보고 싶은 서비스, 기술적인 내용을 포함해서 인터넷 상에 있는 누군가의 정보를 모두 지우기 위해서는 기술적으로 어떤 문제들을 해결해야할까요 사용했던 오픈소스의 실제 코드를 분석해본적이 있습니까",서비스
"나옵니다"" 합격 보통 신입공채 채용 판도 뒤바꾼 SKT…”오히려 좋 아” [인터뷰] SK텔레콤 광고사업팀 김유민님, Ranker팀 김태 현님 찐친부터 가족까지 입사시키고 싶은 이 회 사, 비결은? 찐으로 ‘좋아요’ 꾸욱 누르게 만드는 SKT 구성원 리뷰 모 음.zip K텔레콤(주) 사의 빠른 소식을 받아보세요! 3 엘티삼보(주) 1 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  신고하기 도움이 돼요 0",서비스
"이전 회사에서 진행한 프로젝트 설명 및 개발 관련 이론 질문, 응답",응답
새로운 서비스를 개발한다면 어떤 서비스를 개발하고 싶은지? 발표를 다른 조원이 했는데 왜 그렇게 했는지?,서비스
"면접 1주 전에 이틀간의 과제테스트가 주어지고, 과제한 결과를 가지고 면접 때 발표와 시연 시간을 가 진 후 질의 응답을 하고 남은 시간에는 cs지식이나 포트폴리오 내용 토대로 질문 받았습니다.","질의, 응답"
"성능 개선에 대한 물리구조, 고가용성 종류, 서버 튜닝에 대한 상세 내용","물리, 구조, 서버"
"리눅스 버전별 차이점, 프로젝트 진행 경험, 현재 skt 시스템에서 개선해야될점 어떻게하면 관리가 용 이할지 서술 발표시기 16일 후 ""linux 엔지니어 채용으로 상수사옥에서 면접진행 세분이 들어오셨고 개론적인 질 문이 상당히 많았습니다."" 불합격 보통 도움이 돼요 0","버전, 시스템"
자신있는 분야는? 다른 팀과의 자신만의 협업 노하우는? 이동통신 네트워크 구조에 대해 아시는 게 있다면 설명,"네트워크, 구조"
SPA앱에서 메모리를 관리하는 방법? 디버깅하는 방법? 프로젝트하면서 어려웠던 경험?,"SPA, 방법"
디버깅은 어떻게 하셨나요? 퍼블릭 클라우드로 구성하지 않고 온프레미스로 구성한다면 어떻게 해야할까요?(퍼블릭 클라우드를 사용한 프로젝트가 pt에 있었음) 마지막에 직군이 몇개 있는 데 그 중에 뭘 하고 싶냐(데이터/프론트/백엔드 등등),데이터
왜지원했는지 특정 기술경험간 안되었던 부분 설명 서비스 장점,서비스
"Use case를 바탕으로 최근 보안공격의 형태와 침해사고 유형별 시스템별을 설명하라. 4g/5g등 이동통신망의 구조와 5G보안공격, MEC에 대한 보안아키텍처 설계 방향성 설명","보안, 유형, 시스템, 구조"
어떻게 하면 OO 시스템을 잘 쓸 수 있을까?,시스템
"펜을 쓰지않고 문제 풀기, 손코딩등 진행하였습니다. ""흔한 공채, 그렇지만 만만하지 않은 주변 사람들"" K텔레콤(주) 사의 빠른 소식을 받아보세요! 2 코이즈(주) 8 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  회사소개 이용약관 개인정보처리방침 커뮤니티가이드라인 모바일 버전 공지사항 광고 및 제휴문의 고객 문의 FAQ | | | | | | | | (주)브레인커머스 서울특별시 강남구 테헤란로 509 엔씨타워 I, 10층 | 대표   황희승, 윤신근 | 개인정보보호관리자   윤신근 사업자등록번호   120-87-92182 | 통신판매업 신고번호   제2014-서울강남-02942호 | 유료 직업소개사업 등록번호   (국내) 제2017-3220163-14-5-00046호 대표번호   1644-5641 (10:00~17:00 / 매월 마지막 금요일 09:00~13:00 / 주말 및 공휴일 휴무) | 대표이메일 : customer_service@jobplanet.co.kr ©Jobplanet. All rights reserved. 11 12 13 14 15","서비스, 버전, 번호, service"
"1. 네트워크 망분리 찬성/반대 2. 어떤 소프트웨어 개발론을 도입해야 하는가? 3. WAS 관련 문제 4. 네트워크 쪽 문제 5. 인생그래프(가장 어려웠던 일, 영향을 끼친 일)","네트워크, AS"
"경력 기반으로 포트폴리오를 준비하여 발표하고, 이에 관한 질문을 받는 형식",기반
"직무면접(40분) - 모든 질문이 자기소개서에 철저하게 기반되었습니다. 자기소개서 적은 내용을 철저하게 검증하고, 분석하고, 재질문하면서 준비하면 될 것 같아요. HR면접(20분) - 자신의 라이프 사이클 그리고 설명하기 라이프 사이클에 나온 관련 질문들 전공을 선택한 이유? 복전 이유? 왜 SK텔레콤인가?(지원동기) PT(40분), 토의(70,70,80분 총3개)는 현업자 수준으로 매우어려웠습니다만, 문제해결능력을 엿보시려 는것 같았습니다. 저는 PT주제는 전부 모르는 주제만 나왔고, 지문에 근거해서 풀었습니다. 그렇기 때문에 상당히 허접한 답변이 나왔습니다. 다만, 왜 그런 답이 나왔는지 근거에 대해서 열심히 생각했고 얘기를 했습니다. PT 는 40분 준비, 20분 발표입니다. 하지만 5분미만으로 발표하고(내용이 없으니 발표도 짧았네요 ㅠㅠ) 질문받았습니다.",기반
일단 개인면접이 4가지 그룹면접이3가지입니다. 개인면접은 자기 인생에 관해서 얘기하는 것하고 자 소서기반으로 팀리더들과 면접보는거 그리고 주제를 자신이 선택해서 피티발표하는게 있습니다. 그리 고 그룹 면접은 주제를 주면 토론하고 결과를 도출해 발표하는 형식입니다.,기반
"다양한 주제들 중에 선택해서 대답하는 것도 있었고, 자소서기반의 팀장면담을 비롯해 토론 면접이 진 행됨",기반
전공이 무엇인지? 인턴이나 아르바이트 경력이 있는데 자세히 어떤 일을 했는지? 평소 꼼꼼한 성격인가? 풀타임으로 일할 수 있겠는가,바이트
"1. 직무 면접은 개인으로 진행되었으며 직무와 관련된 전공 내용이 적힌 소문항 20개정도로 이루어진 대문항 3 개 중 대문항 2개를 골라 그 중 속해있는 소문항 1개씩을 PT 발표하는 형식 이였습니다. 2. HR 면접은 2인 1조로 진행되었으며 자소서 내용 이외의 인성에 대한 질문을 하였습니다. ex) 살면서 가장 힘들었던 일은?, 동료와 함께 일을 했던 경험이 있는가? 등 3. 팀장 면접은 개인으로 진행되었으며 자소서 관련하여 질문 내용이 나오며 약간의 압박 면접이 있었 습니다. ex) 자소서 문항 중 참신하게 문제를 해결한 적이 있는 내용에서 그게 진짜 참신하다고 생각하는가?, 어 떤 부분에서 그러는가? 4. 토론 면접은 총 8명 중 4명씩 팀을 이루어 진행하는 협상 면접과 8명 전원이 함께 해결해 나가는 토 론 면접, 주제에 대한 결론을 2팀으로 나누어 도출하는 면접이 진행되었습니다. ex) 각 팀에 대한 협상 조건을 주어주고 협상을 통해 원하는 결과를 얻는 면접, SKT 사업 관련하여 좋은 서비스를 제공하기 위한 결론 도출, 자료를 통해 소비자에게 맞는 사업아이템 구현",서비스
그룹 면접 1. 4:4로 나누어 자료(팀별로 다른 자료와 다른 점수표)를 제공후 협상을 진행 협상 결과에 따른 점수판 정 2. Shadow IT의 해결방안 도출 3. 주어진 자료를 보고 새로운 사업 아이템 제시 개별면접 1. 자기소개서 기반 면접 2. 알고리즘 문제 6개? 주로 정렬과 관련된 알고리즘 3. 테스트 (정보처리 기사 수준?),기반
경력 위주의 짧은 자기소개 memory leak multi thread asynctask의 문제점 주소록 검색 logic 설계 경험담 풀이,주소
"pt 내용에 관련된 기본적인 질문과 tcp/ip에 대한 간단한 질문 채용방식 PT면접 발표시기 10일 후 ""준비해온 pt 발표 후, 발표자료에 대한 질문 진행."" K텔레콤(주) 사의 빠른 소식을 받아보세요! 3 엘티삼보(주) 1 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  회사소개 이용약관 개인정보처리방침 커뮤니티가이드라인 모바일 버전 공지사항 광고 및 제휴문의 고객 문의 FAQ | | | | | | | | (주)브레인커머스 서울특별시 강남구 테헤란로 509 엔씨타워 I, 10층 | 대표   황희승, 윤신근 | 개인정보보호관리자   윤신근 사업자등록번호   120-87-92182 | 통신판매업 신고번호   제2014-서울강남-02942호 | 유료 직업소개사업 등록번호   (국내) 제2017-3220163-14-5-00046호 대표번호   1644-5641 (10:00~17:00 / 매월 마지막 금요일 09:00~13:00 / 주말 및 공휴일 휴무) | 대표이메일 : customer_service@jobplanet.co.kr ©Jobplanet. All rights reserved. 17 18 19 20 21","서비스, 버전, 번호, service"
Ccna가 잇냐 네트워크관련프로젝트 경험을 이야기 하라 학교는 지방에서 다닌것이냐(블라인드때문에 어거지로 물어보는듯) 학점수준은 상중하중 어디쯤이라고 생각하느냐 좋아하는 색깔은. 네트워크에서 가장중요하다고 생각하는것운?,네트워크
"기존에 해왔던 개발업무에 대한 설명 자료구조 관련 질문, 간단한 손코딩 앱개발시 이용하는 기본 API에 대한 이해도를 보기위한 질믄 채용방식 개인면접 발표시기 30일 후 ""실제 개발을하고있는 분들이 면접관이어서 좋았다 깊이있는 실무 얘기를 할 수 있 었다."" 신입공채 채용 판도 뒤바꾼 SKT…”오히려 좋 아” [인터뷰] SK텔레콤 광고사업팀 김유민님, Ranker팀 김태 현님 찐친부터 가족까지 입사시키고 싶은 이 회 사, 비결은? 찐으로 ‘좋아요’ 꾸욱 누르게 만드는 SKT 구성원 리뷰 모 음.zip K텔레콤(주) 사의 빠른 소식을 받아보세요! 2 코이즈(주) 8 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스","구조, 서비스"
"팀장면접 중, '가장 최근에 마무리 지은 공부는 무엇인가?' ""을지로 T타워에서 이루어짐. 오전 8시까지 T타워에 도착. 인턴채용이었으므로 당일 오후 6시 30분즈음까지 이 루어짐. 오리엔테이션을 통해 진행될 면접 순서에 대해 전해들음. 각 조는 12명으로 이루어져있으며 조마다 진행되는 순서는 다르지만, - 팀장급 면접 - 그룹 면접 - 보고서 작성하기 - 협상 면접 - 직무별 간단한 테스트 정도로 면접이 진행됨."" K텔레콤(주) 사의 빠른 소식을 받아보세요! 2 코이즈(주) 8 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  회사소개 이용약관 개인정보처리방침 커뮤니티가이드라인 모바일 버전 공지사항 광고 및 제휴문의 고객 문의 FAQ | | | | | | | | (주)브레인커머스 서울특별시 강남구 테헤란로 509 엔씨타워 I, 10층 | 대표   황희승, 윤신근 | 개인정보보호관리자   윤신근 사업자등록번호   120-87-92182 | 통신판매업 신고번호   제2014-서울강남-02942호 | 유료 직업소개사업 등록번호   (국내) 제2017-3220163-14-5-00046호 대표번호   1644-5641 (10:00~17:00 / 매월 마지막 금요일 09:00~13:00 / 주말 및 공휴일 휴무) | 대표이메일 : customer_service@jobplanet.co.kr ©Jobplanet. All rights reserved. 19 20 21 22 23","서비스, 버전, 번호, service"
가장 어려웠던 질문 SKT의 환경적인 부분을 강조하는 방법,방법
"유니코드, 네트워크, 커널 등 심도있는 질문을 합니다 개념정도로는 택도 없더라구요 연구와 개발 중 연구하는 인력을 선호하는걸 느꼇어요",네트워크
"네트워크.데이터베이스.알고리즘 손코딩.현안토론 및 대안모색.논리서술.요금제관련질문.iot플랫폼 및 최신기술 동향에 대한 주제 채용방식 필기시험, 인/적성검사, 스킬테스트, 논술 시험, 케이스 면접, PT면접, 그룹면접, 토론면접, 개인면접 발표시기 30일 후 ""1박2일로 진행 이틀동안 열가지넘는 테스트를 진행한다. 10명이 한팀으로 진행하고 다시 5명씩 쪼개서 토론하기도 하고 합쳐서 토론하기도 한다. 주로 에스케이텔레콤 현안에 대해서 대안을 모색하는 과제가 주를 이룬다. 개인테스트도 진행하는데 전산학지식 및 손코딩이나 논리문제가 제출된다. 마지막날 개인면담을 수행하는데 주로 진행했던 프로젝트 위주로 물어본다."" 신입공채 채용 판도 뒤바꾼 SKT…”오히려 좋 아” [인터뷰] SK텔레콤 광고사업팀 김유민님, Ranker팀 김태 현님 찐친부터 가족까지 입사시키고 싶은 이 회 사, 비결은? 찐으로 ‘좋아요’ 꾸욱 누르게 만드는 SKT 구성원 리뷰 모 음.zip K텔레콤(주) 사의 빠른 소식을 받아보세요! 3 엘티삼보(주) 1 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스","네트워크, 논리, 서비스"
"자소서기반한 경험과 내가 대학에서 했던 활동과 성과기준으로 많은 질문을 받았 다 K텔레콤(주) 사의 빠른 소식을 받아보세요! 3 엘티삼보(주) 1 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  회사소개 이용약관 개인정보처리방침 커뮤니티가이드라인 모바일 버전 공지사항 광고 및 제휴문의 고객 문의 FAQ | | | | | | | | (주)브레인커머스 서울특별시 강남구 테헤란로 509 엔씨타워 I, 10층 | 대표   황희승, 윤신근 | 개인정보보호관리자   윤신근 사업자등록번호   120-87-92182 | 통신판매업 신고번호   제2014-서울강남-02942호 | 유료 직업소개사업 등록번호   (국내) 제2017-3220163-14-5-00046호 대표번호   1644-5641 (10:00~17:00 / 매월 마지막 금요일 09:00~13:00 / 주말 및 공휴일 휴무) | 대표이메일 : customer_service@jobplanet.co.kr ©Jobplanet. All rights reserved. 21 22 23 24 25","기반, 서비스, 버전, 번호, service"
"면접 질문은 자소서에 기반한 질문이 대부분이었고, 거의 모든 질문은 전공과관련해서 질문합니다. 자기소개는 매우간략하게 전공과 관련된것만 이야기하라고 했습니다.",기반
"인성면접 자기소개해봐라. 자소서면접 학교다닐때 했던 전공 프로젝트 전공면접 ""전공면접과 인성면접이 있었다. 공채로 들어가서 쉽지않았으며 1박2일동안 합숙 하면서 면접을 보았다."" K텔레콤(주) 사의 빠른 소식을 받아보세요! 2 코이즈(주) 8 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  회사소개 이용약관 개인정보처리방침 커뮤니티가이드라인 모바일 버전 공지사항 광고 및 제휴문의 고객 문의 FAQ | | | | | | | | (주)브레인커머스 서울특별시 강남구 테헤란로 509 엔씨타워 I, 10층 | 대표   황희승, 윤신근 | 개인정보보호관리자   윤신근 사업자등록번호   120-87-92182 | 통신판매업 신고번호   제2014-서울강남-02942호 | 유료 직업소개사업 등록번호   (국내) 제2017-3220163-14-5-00046호 대표번호   1644-5641 (10:00~17:00 / 매월 마지막 금요일 09:00~13:00 / 주말 및 공휴일 휴무) | 대표이메일 : customer_service@jobplanet.co.kr ©Jobplanet. All rights reserved. 22 23 24 25 26","서비스, 버전, 번호, service"
"SK텔레콤의 서비스 중 개선하고 싶은 부분이 있다면 어떤 것이있는가? 채용방식 필기시험, 인/적성검사, 그룹 프로젝트, 케이스 면접, PT면접, 그룹면접, 토론면접, 워크숍 발표시기 15일 후 ""신입 공채였으며 면접은 크게 두 단계로 합숙 집합면접, 임원면접이 있었고 집합면 접에서는 직무관련 단체면접 및 토론면접, 프레젠테이션이 있었습니다. 입사한지 5 년이 넘어 과정이 바뀌었을수도 있습니다."" 합격 긍정적 도움이 돼요 0",서비스
"PT : 자유주제 실무면접 : 최근 5년 이내에 따로 실력개발을 위해 준비하는 것이 있는가? ""2015 상반기 인턴면접을 보았습니다. 인적성 발표 후 약 3주정도 준비 시간을 줬었습니다. 워낙 꼼꼼하고 차별화된 전형으로 유명한 회사라 준비할 것이 많았었습니다. 인턴면접임에도 불구하고 오전 9시부터 오후 6시까지 점심시간을 제외하고 휴식시 간 거의 없이 다양한 방법으로 면접이 진행됬습니다. 회사가 인재 채용에 많은 비용 과 노력을 기울인다는 것이 느껴졌습니다. 오전에는 PT면접 오후에는 팀장 실무면접과 HR면접을 진행했습니다. PT면접의 경우 관련 주제에 따라 개인이 발표내용을 작성하고 면접관님께 제출합 니다. 그 후 지원자들이 돌아가며 발표하는데 질문지를 작성해서 제출한 후 질의응 답을 하는 식으로 진행되었습니다. 점심식사 후 2대1로 실무면접을 했습니다. 철저하게 자기소개서 바탕으로 꼬리질 문이 들어오는 형식의 면접이었습니다. HR 면접의 경우 키워드를 주고 키워드 중 몇개를 골라서 SKT의 발전 방향에 대해 서술하는 논술식 면접이었습니다."" K텔레콤(주) 사의 빠른 소식을 받아보세요! 3 엘티삼보(주) 1 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  회사소개 이용약관 개인정보처리방침 커뮤니티가이드라인 모바일 버전 공지사항 광고 및 제휴문의 고객 문의 FAQ | | | | | | | | (주)브레인커머스 서울특별시 강남구 테헤란로 509 엔씨타워 I, 10층 | 대표   황희승, 윤신근 | 개인정보보호관리자   윤신근 사업자등록번호   120-87-92182 | 통신판매업 신고번호   제2014-서울강남-02942호 | 유료 직업소개사업 등록번호   (국내) 제2017-3220163-14-5-00046호 대표번호   1644-5641 (10:00~17:00 / 매월 마지막 금요일 09:00~13:00 / 주말 및 공휴일 휴무) | 대표이메일 : customer_service@jobplanet.co.kr ©Jobplanet. All rights reserved. 23 24 25 26 27","방법, 질의, 서비스, 버전, 번호, service"
"자신의 개발자로서의 장점, TCP/IP에 관하여 설명하시오.",IP
"자소서 기반 인성 면접(인성 기반), 교내 활동, 교외활동 등을 질문",기반
"b2b에 대해 7분간 피티하기, 자소서기반 인성면접보기, 그룹과제로 광고콘티짜기",기반
네트워크관련 자유 주제 열명 한 그룹으로 들어가 한명씩 발표하고 그에 대한 질문 두개씩 제출하면 면 접관이 질문지 중 골라서 질문,네트워크
"어렸을 적부터 지금까지 꿈이 무엇이었으며 어떻게 변화했는가? 채용방식 인/적성검사, PT면접, 개인면접 발표시기 14일 후 ""자소서를 기반으로 다양한 질문을 함. 채용전환형 인턴이라 그런지 인턴을 뽑는 자리에서는 직무적인 질문이 아닌 개인의 인성에 대한 질문으로만 구성되었음. 면접 분위기는 굉장히 편안."" 불합격 보통 도움이 돼요 0",기반
실시간으로 과제를 지속적으로 내어줍니다. SKT 현업에서 발생할수 있는 전략적인 문제점이나 해결책 을 제시하는것입니다. 개인과제로는 농구코트에 우리나라에서 현재 쓰고있는 스마트폰으로 가득채우 면 건물 몇층높이가 나오느냐와 같은 질문이 나옵니다. 공학적으로 접근하여 임의로 길이를 잡고 계산 했던거 같습니다.,길이
"SKT 및 지원직무 지원동기 마지막으로 하고 싶은 말 원칙과 효용 사이의 갈등 경험 공모전에서 맡은 역할 공모전 팀에서 어떤 역할을 맡았는지 공모전에서 어떤 창의성을 발휘한 것인지 해외 여행 많이 하면서 무엇을 배웠는지 외국 생활을 어떤 이유에서 시작했는지 채용방식 인/적성검사, 그룹 프로젝트, 케이스 면접, PT면접, 개인면접 발표시기 18일 후 ""개인PT면접 30분 준비, 7분 발표, Q&A, 다른 사람 발표 요약 및 역Q&A (총 면접시간 3시간) 인성면접 30분 (팀장급), 자소서 기반의 질문 위주 HR면접 70분 (HR직원이 면접관), 광고 기획안 작성 프로젝트, 5대5 경쟁피티"" 대기중 긍정적 도움이 돼요 0",기반
"당신의 최종 꿈은 무엇인가요? 솔루션 기획이 어떤 업무를 하는 곳인지 알고 있나요? 이외 자소서 기반 인성질문이었습니다. 채용방식 인/적성검사, 케이스 면접, PT면접, 그룹면접, 토론면접, 개인면접 발표시기 14일 후 ""2014년 상반기 인턴면접을 보았고, 12명정도의 인원이 5- 6명씩 팀을 이루어 진 행토론하는 토론식 그룹면접과 1대다 인성면접이 번갈아 진행되었습니다."" 불합격 보통 도움이 돼요 0",기반
"수학 문제가 조금 어렵고 나머지는 생각했던것 보다 쉬움. 채용방식 필기시험, 인/적성검사, 영어면접, 개인면접, 기타 발표시기 50일 후 ""상사든 임원이든 계급이 다른데도 불구하고 다른 회사보다 평등함"" 합격 긍정적 신입공채 채용 판도 뒤바꾼 SKT…”오히려 좋 아” [인터뷰] SK텔레콤 광고사업팀 김유민님, Ranker팀 김태 현님 찐친부터 가족까지 입사시키고 싶은 이 회 사, 비결은? 찐으로 ‘좋아요’ 꾸욱 누르게 만드는 SKT 구성원 리뷰 모 음.zip K텔레콤(주) 사의 빠른 소식을 받아보세요! 2 코이즈(주) 8 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  신고하기 도움이 돼요 0",서비스
"PT발표, 자소서를 기반으로 질문을 주로 하시고, 뜬금 없는 질문을 하시기도 합니다.",기반
"Carrier Aggregation, Multi Carrier는 이미 상용화가 되어있다. CA, MC 이외의 방법은 뭐가 있나? 포트포워딩, IP , NAT에 관한 질문이 나왔습니다. 채용방식 인/적성검사, PT면접, 개인면접 발표시기 30일 후 ""서류전형 - SKCT - 1차 면접 - 2차 면접"" 불합격 보통 도움이 돼요 0","CA, 방법, 포워딩, IP, NAT"
"역량피티 피피티 면접 제출하고 피티 면접을 진행 K텔레콤(주) 사의 빠른 소식을 받아보세요! 2 코이즈(주) 8 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  회사소개 이용약관 개인정보처리방침 커뮤니티가이드라인 모바일 버전 공지사항 광고 및 제휴문의 고객 문의 FAQ | | | | | | | | (주)브레인커머스 서울특별시 강남구 테헤란로 509 엔씨타워 I, 10층 | 대표   황희승, 윤신근 | 개인정보보호관리자   윤신근 사업자등록번호   120-87-92182 | 통신판매업 신고번호   제2014-서울강남-02942호 | 유료 직업소개사업 등록번호   (국내) 제2017-3220163-14-5-00046호 대표번호   1644-5641 (10:00~17:00 / 매월 마지막 금요일 09:00~13:00 / 주말 및 공휴일 휴무) | 대표이메일 : customer_service@jobplanet.co.kr ©Jobplanet. All rights reserved. 31 32 33 34 35 면접일자 2014/09 면접경로 공개채용","서비스, 버전, 번호, service"
"학창시절과 대학진학후 가족의 의미에 대해 설명하시오 채용방식 인/적성검사, PT면접, 그룹면접, 토론면접, 개인면접 발표시기 7일 후 ""SKT 2014 상반기 인턴면접 5명정도로 조를 지어서 2조씩 총 10명이 들어갑니다 서로 다른 주제로 해결책을 주어진 시간동안 제시하고 그중 1명이 발표합니다. 주 제는 에스케이텔레콤과 관련된 사업이나 위기나 기회가 될만한 사업이 나오는 것 같습니다. 발표가 끝나면 상대조에서 질문이 들어오고 발표자 외에도 조원이 답변가능합니다. 어려운점은 조별 미션을 하는 도중에 인성 면접을 1번부터 차례로 불려갑니다. 인 성면접은 자소서 기반인것도 있지만 뜬금없는 가족의 의미와 같은 질문을 받았습니 다."" 불합격 긍정적 도움이 돼요 0",기반
"기술면접 중 was에 대한 장단점 설명이 있었음. Was 종류 및 기능에 대핫 사전 연구가 필요 채용방식 인/적성검사, PT면접, 그룹면접 발표시기 10일 후 ""1차 면접은 기술면접.. 주제가 주어지고 한시간동안 발표를 준비해서 면접관들 앞에서 발표진행~ 기술적인 질문이 있었으나 그다지 압박은 아님 2차는 인성면접.. 회사 생활 및 각오에 대한 소신을 밝히고 좋은 분위기로 마무리됨..."" 합격 긍정적 K텔레콤(주) 사의 빠른 소식을 받아보세요! 2 코이즈(주) 8 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  회사소개 이용약관 개인정보처리방침 커뮤니티가이드라인 모바일 버전 공지사항 광고 및 제휴문의 고객 문의 FAQ | | | | | | | | (주)브레인커머스 서울특별시 강남구 테헤란로 509 엔씨타워 I, 10층 | 대표   황희승, 윤신근 | 개인정보보호관리자   윤신근 사업자등록번호   120-87-92182 | 통신판매업 신고번호   제2014-서울강남-02942호 | 유료 직업소개사업 등록번호   (국내) 제2017-3220163-14-5-00046호 대표번호   1644-5641 (10:00~17:00 / 매월 마지막 금요일 09:00~13:00 / 주말 및 공휴일 휴무) | 대표이메일 : customer_service@jobplanet.co.kr ©Jobplanet. All rights reserved. 32 33 34 35 36 신고하기 도움이 돼요 1","서비스, 버전, 번호, service"
