question,extracted_terms
-대한민국 게임산업에 대하여 한마디 -C++와 Java 차이점 -Java Garbage Collector -간단한 알고리즘 문제 -블리자드와 같은 일류 회사가 되기 위해 넥슨이 어떻게 해야할까,C++
과제에 관련된 질문을 했었습니다. 1. 클라우드의 정의 2. 퍼블릭 클라우드는 무엇인가? 3. 트랜잭션에 대한 설명 4. PC전원이 꺼지면 진행되던 값은 어떻게 되는가? 5. C언어와 C++의 차이 6. 인덕션이란?,C++
"게임 프로그래밍 직군으로 면접 수행 1. virtual, vfptr 등 C++ 클래스 관련 2. C++ 관련해서 자세히 물어봄 STL 라이브러리들의 내부 알고리즘 알고리즘 설명등 3. Database, 자료구조 등 CS 전반적인 질문들 발표시기 7일 후 ""서류 통과 후 면접 잡히는데 조금 시간이 걸림(1~2주), 합격에는 CS 관련 지식과 C++ 관련 지식이 매우 중요함"" 합격 긍정적 도움이 돼요 0",C++
1차 면접을 보기 전에 약 1시간동안 코딩테스트를 함 지원자 2명과 면접관 3명이서 면접을 봄 C/C++ 내부적인 구조와 원리에 대한 질문이 있었음,C++
C++ 언어 관련 질문과 그래픽스 컴퓨터구조 운영체제 자료구조 알고리즘 손코딩 자기소개는 프로젝트 위주로 합니다.,C++
"C와 C++의 가장 큰 차이점 C++과 C#의 가장 큰 차이점 GC의 동작원리 GC의 관리 기준은? C언어 세 가지 함수호출 규약 컴파일러가 컴파일 과정에서 최적화를 수생하게 되는데 이 최적화를 막을 수 있는 방법은? 채용방식 필기시험, 개인면접 발표시기 7일 후 ""서류제출 - 직군(기술)면접 - 팀 면접 - 2차 팀면접 - 인성면접"" 주)넥슨코리아 사의 빠른 소식을 받아보세요! 2 코이즈(주) - 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  회사소개 이용약관 개인정보처리방침 커뮤니티가이드라인 모바일 버전 공지사항 광고 및 제휴문의 고객 문의 FAQ | | | | | | | | (주)브레인커머스 72 73 74 75 76",C++
"가장 어려웠던 질문은 대부분이 전공질문이었기 때문에 이 부분이 아무래도 다 어려워요 ㅠㅠ 진짜 어려운것 전공 지식만 물어봐요 ㅠㅠ 한 가지 기억에 남는게 코딩할 때 변수를 선언할 때 언제 스택에 그 값이 쌓이며, 언제 다시 그 값에 제거 되냐는 질문이었어요. 이런건 단순한 면접준비라기보단 전공지식을 얼마냐 많이 알고있냐고 중요해요. 다시 한 번 말씀드리지만 인턴이건 공채시건 프로그래머 직군을 지원하신다면 C++ 책한권 정독하고 가세요. 적어도 반 이상은 대답하실 수 있어요. 채용방식 그룹면접 발표시기 3일 후 ""넥슨에 인턴으로 2차례 합격했었어요. 한 번은 2개월 단기 한 번은 6개월 장기인턴이었구요. 회사 분위기는 너무좋아요. 설명할 수 없을정도로 전 너무 만족했어요. 면접은 프로그래머 직군으로 지원했었는데 아마 공채를 지원해도 면접질문이 거의 비슷할꺼에요 자기소개서의 내용은 대략 2~3문제로 적고, 대부분이 전공 질문을 받습니다. 넥슨은 채용 후 단기 교육으로 빨리 실무에 쓸 수 있는 사람을 원해서 그런거 같아요."" BEST 합격 긍정적 도움이 돼요 2",C++
"릴리즈 버전에서만 발생하는 버그 추적 방법은? 애플이 최근 발표한 언어에 대해 비교해서 설명하세요. 모바일 인앱 결제 프로세스를 설명하세요. C++ 블록에 대해 설명하세요. C# 애트리뷰트에 대해 설명해 보세요. 채용방식 스킬테스트, 개인면접 발표시기 7일 후 ""서류 전형 > 과제 (4일간 4문제. 알고리즘 프로그래밍) > 면접 전 1시간 프 로그래밍 테스트 > 기술 면접 > 팀면접 기술 면접이 상당히 까다롭습니다. 실무 능력 보다는 얼마나 기술적으로 많이 알고 있는지가 중요한 것 같습니다. C++, STL 및 본인의 분야에 깊이 있는 질문을 많이 던집니다. 자신 없게 대충 대답하면 끝장납니다. 자기 계발을 위해 무엇을 하는지도 물어봅니다."" BEST 불합격 부정적 도움이 돼요 4",C++
"가장 어려웠던 질문은 없으며, C/C++, .Net Framwork를 해봤다면 당연히 알고있어야할 부분에 대해 서 묻습니다.",C++
"동적 라이브러리와 정적 라이브러리 비교 설명. 채용방식 필기시험, 스킬테스트, 개인면접 발표시기 30일 후 ""필기(프로그래밍 지식 객관식) 면접 전 시험(약 3,4문항 소팅정도 수준의 간단한 수도코드와 서술문제) 기술 면접(OS는 windows via c++, C++은 열혈강의에서 effective 중간정도 수준 이었으나 난이도가 더 상승한듯)"" 합격 긍정적 도움이 돼요 1",C++
0. 자기소개 1. 네이티브 앱 개발 경험 2. 운영체제 멀티 쓰레드 구현방법 3. 암호화 기술에 대한 설명 4. C++의 STL 종류에 대한 설명,C++
"1. AI 관련 용어들 2. C++과 C, JAVA의 차이점 3. 코딩테스트에서 자기 코드 설명하기",C++
C++ 5점만점에 본인이 몇점? 이라고생각하는가 포트폴리오에대해서 구체적인 질문,C++
"- Unix 사용 하실 줄 아나요? - DDos가 뭐죠? 뭐의 약자죠? - call by value 와 call by reference의 차이가 뭐죠? - Active X가 뭐죠? 좀더 구체적으로... - GPU가 뭐죠? - C++과 자바의 차이가 뭐죠? 채용방식 개인면접 발표시기 7일 후 ""[자소서->면접->합격] 5인1조로 구성 4대5 면접이 진행(25분에서 30분 가량, 압박 면접은 아님) 전공 질 문에서는 어려운게 없음."" 합격 긍정적 도움이 돼요 0",C++
"주로 학부 때 했던 프로젝트에 대해서 물어봤습니다. 또한 C++에 대한 문제가 자주 나왔고 리눅스 조 금, 그리고 보안 관련 이슈와 정책 등에 대해 물어봤던 걸로 기억합니다. 채용방식 케이스 면접, 그룹면접 발표시기 7일 후 ""서류 합격 메일 후 면접을 보러 갔습니다."" 불합격 긍정적 도움이 돼요 0",C++
"면접을 보기전에 1시간정도 필기시험을 치루고 3(면접관);1(나) 로 면접을 진행합니다. 필기는 C++전반적인 이해와 OS 스케쥴링, 알고리즘 으로 나왔고 전반적으로 문제는 쉬웠습니다. 특히 C++ Virtual 과 Class 실무 관련 문제가 많이 나왔습니다.",C++
- 데이터베이스 샤딩 - 대용량 데이터베이스 최적화 방안 - HTML5 -> C++ 개발자한테... 왜 물어보는지??? - Jquery 로딩 방식 -> 하... 왜 물어봄???? - Overloading vs override -> 경력자한테 이딴걸???? - Dictionary 내부 자료구조 -> 질문 다운 질문! - Ajax 요청 타입 지정 방법 -> 슬슬 열받기 시작... !!!! - 람다식 화이트보드 코딩 - Binary 소트 알고리즘 C++ 화이트보드 코딩,C++
"개인적인 질문과 팀활동 관련 질문, 그리고 다양한 분야의 전공 질문이 있었습니다. DB, OS, 네트워크, 자료구조, Java, C++ 등등",C++
"인라인 함수에 대해서, 객체지향 언어 C++의 특징에 대해서 채용방식 개인면접 대기중 긍정적 도움이 돼요 0",C++
"임베디드 코딩경험(깊은수준) 일반적인 학부생 수준보다 조믁 더 하셔야함 채용방식 개인면접 발표시기 1일 후 ""연구원으로 바로 회장님하고 면접을 봤었습니다. C나 C++에 대한 지식을 좀 깊게 공부하고 가시는 것이 면접에 도움이 될 것 같습니 다. 회장님 이하 직원들이 전부 임베디드 분야에서는 꽤나 실력있는 분들이시기 때문에 스스로 공부하고서 가지 않으시면 합격하시기 어렵습니다."" 합격 보통 도움이 돼요 1",C++
"가장 기억에 남는 프로젝트 가장 힘들었던 프로젝트 프로젝트 시 마찰과 해결 방안 C/C++/C#의 차이 객체지향언어란? 채용방식 인/적성검사, 개인면접, 기타 발표시기 13일 후 ""인턴 면접이었습니다. 면접관이 면접 분위기를 매우 편안하게 유도합니다. 면접관 에 따라 전공 지식을 질문하는 분도 계시고 안하시는 분들도 있습니다. 인턴 면접은 구조역량화 면접과 L-tab 시험을 오전 오후에 걸쳐 봅니다. L-tab 난이도는 매우 쉬 운 편입니다. 면접에서는 프로젝트 경험을 많이 물어봅니다."" 대기중 긍정적 도움이 돼요 1",C++
"제가 봤던 순서대로 설명하겠습니다. 저는 처음에 SW테스트를 보았습니다. 6명의 지원자들을 함께 컴퓨터가 있는 방으로 보내서 1시간동 안 3문제를 풉니다. 프로그래머스 기반이기 때문에 해당 사이트에서 연습하시면 좋을듯 합니다. 기존 사이트처럼 C, C++, Java, Python 언어를 선택해서 풀 수 있는 2문제와 SQL 1문제가 있습니다. 다음으로는 그룹 면접을 보았습니다. 저는 아까 말씀드린 6명의 지원자가 그대로 그룹이 되었습니다. 다른 지원자들, 다음 면접은 아닐수도 있지만 같이 들어갔던 지원자들을 기억했다가 대기실에서 미리 대화를 나누어 보는 것도 좋을수 있습니다. 그룹 면접은 3층에서 잠깐 대기했다가 실시하니 그 때 팀장 을 정해야합니다. 팀으로 주어진 과제에 맞는 레고를 조립하며 20분이라는 짧은시간이었던 듯 한데, 따 라서 팀장의 빠른 판단과 지시, 팀원들의 역할 분담과 수행능력이 중요합니다. 마지막으로 PT 면접을 봅니다. 개인적으로 가장 힘들었습니다. 3명의 인원을 컴퓨터 방으로 보내서 40 분의 시간을 줍니다. 3개의 주제가 써있는 과제지를 주고, 주제를 선택해서 큰 도화지에 5분간 발표할 자료를 만들라고 합니다. 컴퓨터방에 보내진 이유는 인터넷으로 조사가 가능합니다. 40분이 지나면 발 표 자료만 들고 4명의 면접관이 있는 방에서 혼자 발표를 하게 됩니다.",C++
"알고리즘에 대한 설명 C++, JAVA차이 경험한 프로젝트 관한 질문 등 받았습니다.",C++
"1.객체지향에 대해 설명해보아라 2.대학시절에 한 프로젝트를 기준으로 활용 기술 및 로직 설명 3. 언어에 대한 이해 (C, C#, C++) 4.강촌 출퇴근 가능 여부",C++
"개인적으로는 C++ 수업 밖에 들은 것이 없어서... 현재 다루고 있는 혹은 공부하고 있는 언어에 대해서 얘기해보라는 질문이 어려웠네요.^^; 채용방식 PT면접, 개인면접 ""2012년 상반기 인턴 면접에 지원했었고, 전공 구분 없이 지원할 수 있었습 니다. 대신 저는 제 전공인 건축쪽 지식으로 sds에서 할 수 있는 일들을 많이 찾아보고 자 소서를 썼고 면접 준비도 그 위주로 진행했습니다. 다행히 bim이나 교통관련한 사업 분야가 몇 가지 있었고, 그런 쪽에서 일하고 싶다 고 얘기를 하니까 준비를 많이 한 것 같다는 얘기를 해주셨습니다. 다만 당시에 제가 제대로 다룰 수 있는 언어가 없어서 그 점이 큰 마이너스 요인이 된 것 같아요. (떨어졌습니다ㅎㅎ) 특히나 인턴 지원이라면 IT 분야에 대한 관심도나, 현재 프로그래밍을 어느정도라 도 할 수 있다는 것을 어필을 하면 타 전공자라도 충분히 들어갈 수 있을 것으로 보입니다. 당시에 아는 분은 부전공이 컴공이어서 합격했었네요."" BEST 불합격 보통 도움이 돼요 0",C++
필기시험은 정보처리기사 필기 수준이고 자바와 C++ 기초 문법이 많이 나왔습니다 기술면접에서는 데이터베이스에 대한 개념과 테이블을 주고 어떤 식으로 해결할 것인지 물어보았습니 다,C++
"일상에서 마주하는 여러가지 APP , 프로그램 관련 질문. 본인이 관심있어하는 분야(모바일게임, 어플리 케이션... )에 대한 자연스러운 대화 후, 해당 항목의 어떤 부분을 본인이 구현한다고 생각했을때, 어떻 게 해야할 것 같은가 ? (구체적인건 비밀) 채용방식 필기시험, 스킬테스트, 그룹면접 발표시기 7일 후 ""1. 서류 (경력, 수상내역, 자기소개) - 어학성적 기제 항목은 있으나, 합격 후 들은바로 가산점 전혀 없다함 (영어 성적 안 봄) 2. 필기테스트 - 4년제 대학 컴퓨터공학과 교과목들 종합 시험 - 약 40문제. 절반이 기초코딩능력, 자료구조, 알고리즘. 나머지 절반이 OS, DB, 네 트워크 - 90분 3. Feel The TOAST - 하루종일 플레이뮤지엄(판교 NHN엔터 사옥)에서 면접/시험 - 오전 90분 프로그래밍 시험 (직접 PC 타이핑. JAVA, C/C++) - 점심 식사 후, 오전에 작성한 소스코드 발표 및 질의 응답 - 기술면접 (자기소개서 기반 경력사항, 컴퓨터공학 기초 지식 질의 응답) 4. 인성면접 - 인성면접"" BEST 합격 긍정적 도움이 돼요 2",C++
1. multi process vs multi thread 차이점과 이어지는 대답에 대한 꼬리 질문 2. C 와 C++ 차이점 3. 제출한 포트폴리오에 대한 질문. - 포트폴리오 주제 선정 이유 등,C++
"C++에 대한 심화질문, 협업, 자기소개",C++
여태까지 진행했던 프로젝트들에서 맡았던 역할 위주 질문 C++ 관련 문제 멀티쓰레드 데드락 해결 방법,C++
"랜더링 파이프라인, 자료구조, 필기테스트의 리뷰 필기테스트의 경우 수학, 자료구조, 디자인패턴, 기본 C++ 등의 문제가 나옵니다.",C++
"가장 자신있는 프로그래밍 언어는 무엇입니까? 칭찬을 했을 때 성과를 내는 스타일인지, 압박이 있을 때 성과를 내는 스타일인지 등 채용방식 필기시험 발표시기 30일 후 ""필기시험, 기술면접, 인성면접으로 순서로 진행. 필기시험은 컴퓨터공학 기본기를 물어보는 문제(자료구조, DB, C++기초문법 등), 기술면접은 다대다이며 대답을 하면 심도있는 질문이 들어옴. 인성면접도 편안한 분위기에서 이루어짐!"" 대기중 긍정적 도움이 돼요 0",C++
java의 var와 C++의 Auto의 차이점을 설명하라,C++
php를 주력 언어로 지원했는데 면접보기전에 필기시험을 보는데 스프링이나 C++ 문제가 너무많아서 당황했다 쓰레드를 잘 알고가야 문제를 잘 풀수있음 MVC Silngleton context-switch 관게형 db에서 index 이것들에 대한 정의 면접은 게임서버를 어떻게 만들것인지에 대한 질문 전 회사에서 뭘 했는지 질문,C++
"약 50분 동안 15문제를 풉니다. JAVA 는 전혀 안 나오고 C, C++ 코딩 문제 / OS 나 DB 등 정보처리기 사에 나올법한 총괄적인 컴퓨터 지식이 주를 이룹니다.",C++
"전공지식에 대한 질문은 모두 평이했고 어려운 질문은 없었습니다. C++, stl위주로 물어보셨고 포트폴 리오 관련 질문은 포트폴리오에 대한 숙지가 제대로 이뤄져있다면 쉽게 답할 수준이었습니다.",C++
C++ 관련된것들 이전에 했던 업무 관련된것. 업무 진행중 어려웠던 일,C++
"C++ stl, 포인터 위주. - 댕글링 포인터 처리 방법 - vector를 써야 할 경우, array를 써야 할 경우 네트워크 전반적인 지식. - url 입력 시 과정 서술 채용방식 필기시험, 개인면접 발표시기 15일 후 ""1차는 기술 90 + 인성, 프로젝트 10 2차는 임원진 면접. 면접비 줌."" 대기중 보통 도움이 돼요 1",C++
