question,extracted_terms
"[N사 전화면접] - 소요시간 : 30분 자신이 한 프로젝트 기준으로 자기소개 해주세요. 본인이 지금까지 한 프로젝트에 대해 간략히 소개해주세요. RESTFul 쓰는 이유 (굳이 왜?, 일반적으로 post로도 다 통신 하면되는데 왜?) Javascript에서 클로저가 무엇인가? 스프링에서 IoC, DI, AOP가 무엇인가 설명해보세요. Java 다형성, 추상클래스에 대해 설명해보세요. 트랜잭션에 대해 설명해보세요. iBatis/myBatis에서 #와 $의 차이점을 설명해보세요. React의 단점이 있는데 그 단점이 무엇이며 단점을 보완하기 위해 최근에 나온것이 있는데 그게 무엇 인가요? 실무(개발)코딩이 아니라 문제해결을 위한 코딩에 대해 자신이 있나요? (1차면접때 손코딩문제를 내기 에 미리 알려드리는겁니다.) 포트폴리오 관련 질문 3~5개 Java에서 static과 final에 대해 설명해보세요. 본인이 주로한 분야는 FE인가요? BE인가요? html meta태그에 viewport를 쓰셨던데 이게 무엇인가요? 본인이 개발한 서비스가 운영중 느려질경우 어떻게 대처 할 것인가? soa / msa 정의 mysql scail out 과 mongodb sharding 어떨때 쓰나 ""서류전형 > 전화면접 > 1차면접 > 2차면접 > 입사"" 2 던킨/던킨도너츠 (… 4 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스",C
"프로세스 동기화, GC알고리즘, HTTP Adaptive Streaming, 웹 트랜드, 웹 최적화 기술 등등 채용방식 스킬테스트, PT면접, 개인면접 발표시기 60일 후 ""1차(2명), 2차(4명) 두번의 실무자 면접과 3차(1명) 임원 면접이 한번 있었습니다. 1차, 2차 모두 기술 면접이었고 부서가 하는 업무와 정확하게 일치하는 경력조건으 로 지원했습니다. 실무자 면접에서 면접관들이 매우 만족하였는지 3차 면접에서는 그 자리에서 바로 결과를 통보받았고 연봉, 처우 제안을 받았습니다."" 합격 긍정적 도움이 돼요 1",C
스프링 쓰는 이유 IoC/DI 해봤던 프로젝트 어려웠던점 어려움을 해결한 방법,C
"전화면접 후기 지원분야 관련 기초적 지식 질문 C - Call by value, call by reference 관련 질문 vector와 array의 차이 hashmap의 구조 double pointer 를 사용하는 이유 gc가 어떻게 수행되는지 등 기초적인 내용",C
"주로 이전 직장에서 사용했던 CI, 협업툴, 프로젝트 관리 경험 등에 대해 중점적으로 질문 받음. TDD에 대한 얘기를 많이함.",C
"1. 경력을 위주로 자기소개 2. 디자인패턴 3. SPRING 개념 4. GC 5. AJAX 6. DB 데이터 관리 등 발표시기 7일 후 ""경력 공채 서류 접수 - 전화면접 - 1차면접 - 2차면접"" 대기중 보통 도움이 돼요 0",C
"오브젝티브 C의 기본적인 특징을 물어봤고 멀티쓰레드관련 있었습니다. 채용방식 개인면접 발표시기 7일 후 ""전화면접 봤습니다. 대부분 경력과 관련된 내용이 맞는지 확인하는 절차였고, 간략 한 기술문제가 있었습니다."" 대기중 보통 도움이 돼요 2",C
"서류는 원래 양식에 잘 맞춰서 썼고, 자기소개는 간단하게 작성하였습니다. 전화면접까지 봤습니다. 전화 면접은 간단한 자기소개와 이력서에 썼던 경력들에 대한 간단한 설명을 했고 그 후에는 전문적인 내용들을 물어봤습니다. ios개발 직군이라 objective-C의 차이점, 장단점 OOP의 의미와 장단점 상속의 장단점 swift의 장단점 등 시간에 맞추어 최대한 많은 질문을 받습니다",C
"1. 개인적인 디버깅 방법 2. 리스트, 스택, 큐에 대한 설명 3. 쓰레드, 프로세스에 대한 설명 4. 석사 연구 분야를 설명 5. 간단한 알고리즘을 코드로 작성 (언어 자유, 화이트 보드에 코딩, 과정 설명) 6. 정렬이나 탐색 등의 알고리즘 중에서 자유롭게 하나 골라서 코드로 작성하고 설명 7. 비디오에 대한 간단한 지식 8. 유튜브와 비교했을 때, 티비캐스트 만의 장점은? 9. OSI7 계층, TCP , UDP 장단점 설명 채용방식 개인면접 발표시기 9일 후 ""1. 서류과정 2. 1차면접 (기술면접) 1:1 면접 2번, 한시간 소요, 편안하게 대화하는 분위기, 자기소개 시키지 않고 바로 기술적 인 질문 3. 2차면접"" 불합격 긍정적 도움이 돼요 2",C
"Process / Thread 개념, 기존에 개발했던 애플리케이션에서의 활용 예 기초적인 알고리즘에 대한 질문 GC 등 JVM 내부구조 질문",C
12hrs Camp에서 네이버에서 했으면 하는 서비스를 기획/작성을 요구받았습니다. 평소 네이버에 대해 서 많은 생각을 가졌던 사람이 유리할 것 같습니다. 연관되지 않은 것을 억지고 끼워 맞춰도 별로.,C
"면접관은 질문하지 않고, 수행한 과제를 조원에게 발표하고 그 결과물에 대해 토론하는 과정을 지켜볼 뿐. 채용방식 필기시험, 인/적성검사, 스킬테스트, PT면접, 토론면접 발표시기 5일 후 ""12 Hrs Camp라는 과정으로 12시간 중 식사 시간 2시간을 제외한 오전 10시부터 오후 10시까지 오전 과제1, 오후 과제2를 수행한 뒤, 저녁에 과제를 발표하면서 토 론하는 시간을 가지고 그 과정을 면접관들이 지켜봄. 그 뒤 인성검사를 수행한 뒤 종 료됨."" 불합격 보통 도움이 돼요 1",C
CEO까지 7명이 면접으로 들어와서 당황했던 기억이... 제 자리는 워낙 사람구하기가 어려워서..,C
"공통 자기소개 친구들이 나를 뭐라 부르는가 왜 우리 회사에 지원하게 되었는가 동아리 활동에 관한 질문 피티한 내용에 추가 꼬리 질문 MVC패턴 진행했던 프로젝트들에 관한 질문과 꼬리 질문 채용방식 스킬테스트, PT면접, 개인면접 발표시기 30일 후 ""서류 - 코딩시험 - 면접 순으로 채용 진행 면접은 인성면접과 역량면접 두 가지를 봄 두 면접다 세 명의 면접관으로 진행 인성면접은 임원 세 분과 진행했고 편안하게 해주심 내가 말했던 상황 자료 등을 보시고 내 대학시절 부터의 경험을 이해해주는 느낌을 받았음 역량면접은 주어진 자료를 보고 문제를 푼 뒤 들어가서 발표를 해야함 답이 있는 문제를 푸는 것이 아니라 상황이 주어지고 이 상황에 어떻게 대처할 것인 가를 물어보는 문제였음 들어가서 문제에 대한 피티 이후 역량 면접 진행"" 합격 긍정적 도움이 돼요 0",C
"인성면접 기억나는 것만(약 25분소요) 1. 1분자기소개 2. 일하다 갈등상황이 생겼을때 대처방법 3. 회사가 부당한 요구를해서 사원과 회사사이에 큰 마찰이 생겼다 어느 편을 들 것인가? 4. 지원동기 5. 그외 자소서 기반 질문 피티(기술)면접 (약 20분 소요) 1. 1분자기소개 2. 피티문제푼거 설명 3. 미라콤아이앤씨의 주력상품 4. EWMA? 5. SPC? 6. 벡터를 30도 돌리려 한다. 수학적으로 설명해보라 채용방식 인/적성검사, 논술 시험, PT면접, 개인면접 발표시기 7일 후 ""인성면접, 피티(기술)면접, 인성검사 로 진행됩니다. 약 3시간정도 걸리며 면접분위기는 밝지도 무겁지도 않았습니다."" 불합격 보통 도움이 돼요 5",C
"CJ가 PG사업을 한다는걸 처음 알게되었는데, ㅎㅎ 대외 사업보단 계열사 커머스몰 정도 커버하는 듯",C
"아르바이트 경험,알고있는 CJ의 시스템에는 무엇이 있으며 장점 및 고칠점, 5년 후 미래에 어떤 일을 하고 싶은지",C
"다른 면접은 일반적인 면접과 비슷하지만, CJ는 독특하게 조별 토론 면접같은걸 진행합니다. 6~8명을 한 방에 가둬두고(?) 두명의 면접관들이 평가하는 건데, 시나리오가 제공되면 몇번의 PT를 거치는 건데 누가 발표할지, 내용은 어떻게 진행할 지 등 과정도 평가당하므로 주의해야 합니다.",C
-CJ 앱서비스 중 한가지를 선정해서 개선해야할 점을 말해봐라 -이력서에 작성된 프로젝트 구성에 대해 설명해줘라. -장단점,C
1. CJ에 대해서 평소 생각하던 점 2. 왜 지원했는지 3. 클라우드의 트렌드에 대해서 말해보아라.,C
옆 사람은 erp관련 경험을 얘기하였더니 철자를 물어봄. 나의 경우에는 CJ그룹의 DT관련 개선방안을 물어봄,C
1) 학교 생활 중 인상 깊은 프로젝트 소개 2) 어떤 CJ 그룹사의 업무에 관심 있는지? 3) 어떤 기술 스택 보유했는지?,C
CJ를 오기 위해서 했던 일은 무엇인가? 가장 중요한 역할을 했던 프로젝트를 스토리텔링 기법으로 말해봐라,C
CJ에서 좋아하는 브랜드는? DOM 구조에 대해 아는대로 설명해보세요. 회사일과 약속이 같은 날 잡히면 어떻게 할 것인가?,C
1. CJ 올리브네트웍스와 어느 계열사가 공동 프로젝트를 추진하면 시너지가 날 것이라고 생각하는가? 2. CJ올리브네트웍스의 인재상중 본인과 가장 부합하는 것은? 3. 올리브영 매장에 가본 적이 있는가?,C
1차 : (인성)해본 프로젝트를 설명해보세요. -> 프로젝트에서 구체적으로 어떤 것을 했는 지 설명해보세요 (PPT)CGV와 관련해서 아이디어를 내보세요 2차 : CJ 광고 본적 있나요? 기타 인성 질문,C
왜 다른 회사가 아닌 CJ이어야 하는가 창업이념을 아는가,C
보고합시다는 누설 금지였던걸로 기억합니다. 직무면접의 경우 1. 왜 CJ올리브네트웍스 지원했는지 2. 개발과 운영 중 뭘 하고싶은지 2. CJ올리브네 트웍스 들어보았는지 4. 본인의 언어 수준은 상중하로 치면? 등등 기출 질문 위주로 출제됩니다.,C
CJ 올리브네트웍스에서 하고 싶은 일?,C
기술 주제를 주고 CJ계열사에 적용시켜보세요. 기억에 남았던 프로젝트와 그 이유는? 타 회사가 아니라 굳이 CJ올네에 대한 지원동기 직무의 지원동기 당신의 이력은 이회사와 안맞는것 같다. 본인생각을 말해달라.,C
