question,extracted_terms
"만들어보고 싶은 서비스, 기술적인 내용을 포함해서 인터넷 상에 있는 누군가의 정보를 모두 지우기 위해서는 기술적으로 어떤 문제들을 해결해야할까요 사용했던 오픈소스의 실제 코드를 분석해본적이 있습니까",오픈소스
"나옵니다"" 합격 보통 신입공채 채용 판도 뒤바꾼 SKT…”오히려 좋 아” [인터뷰] SK텔레콤 광고사업팀 김유민님, Ranker팀 김태 현님 찐친부터 가족까지 입사시키고 싶은 이 회 사, 비결은? 찐으로 ‘좋아요’ 꾸욱 누르게 만드는 SKT 구성원 리뷰 모 음.zip K텔레콤(주) 사의 빠른 소식을 받아보세요! 3 엘티삼보(주) 1 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  신고하기 도움이 돼요 0","구성, zip"
"면접 1주 전에 이틀간의 과제테스트가 주어지고, 과제한 결과를 가지고 면접 때 발표와 시연 시간을 가 진 후 질의 응답을 하고 남은 시간에는 cs지식이나 포트폴리오 내용 토대로 질문 받았습니다.",테스트
"성능 개선에 대한 물리구조, 고가용성 종류, 서버 튜닝에 대한 상세 내용",구조
"리눅스 버전별 차이점, 프로젝트 진행 경험, 현재 skt 시스템에서 개선해야될점 어떻게하면 관리가 용 이할지 서술 발표시기 16일 후 ""linux 엔지니어 채용으로 상수사옥에서 면접진행 세분이 들어오셨고 개론적인 질 문이 상당히 많았습니다."" 불합격 보통 도움이 돼요 0","in, 상수"
자신있는 분야는? 다른 팀과의 자신만의 협업 노하우는? 이동통신 네트워크 구조에 대해 아시는 게 있다면 설명,구조
SPA앱에서 메모리를 관리하는 방법? 디버깅하는 방법? 프로젝트하면서 어려웠던 경험?,"메모리, 디버깅"
"업무하면서 가장어려웠던일, 어려운걸어떻게극복했나, 사람들하고관계는어땠나 채용방식 인/적성검사, 개인면접 발표시기 30일 후 ""직무에대해물어봄, 이력성위주로물어봄, 면접관2명 2대1면접"" 합격 긍정적 도움이 돼요 0",정적
디버깅은 어떻게 하셨나요? 퍼블릭 클라우드로 구성하지 않고 온프레미스로 구성한다면 어떻게 해야할까요?(퍼블릭 클라우드를 사용한 프로젝트가 pt에 있었음) 마지막에 직군이 몇개 있는 데 그 중에 뭘 하고 싶냐(데이터/프론트/백엔드 등등),"디버깅, 구성"
"술 얼마나 마시는지, 출퇴근 경로가 어떻게 되는지, 출장이 잦은데 지방도 갈 수 있는지, 전 회사에서는 무슨 업무를 맡았었는지, 업무관련 질문 등등",경로
"Use case를 바탕으로 최근 보안공격의 형태와 침해사고 유형별 시스템별을 설명하라. 4g/5g등 이동통신망의 구조와 5G보안공격, MEC에 대한 보안아키텍처 설계 방향성 설명",구조
"이직을 고민하게 된 이유가 무엇인지, 평소 역량 강화를 위해 어떤 활동들을 하는지 채용방식 스킬테스트, 개인면접 발표시기 30일 후 ""면접관님들이 친절하였고 1차 합격했으나 2차에서 떨어짐"" 불합격 긍정적 도움이 돼요 1","테스트, 정적"
"펜을 쓰지않고 문제 풀기, 손코딩등 진행하였습니다. ""흔한 공채, 그렇지만 만만하지 않은 주변 사람들"" K텔레콤(주) 사의 빠른 소식을 받아보세요! 2 코이즈(주) 8 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  회사소개 이용약관 개인정보처리방침 커뮤니티가이드라인 모바일 버전 공지사항 광고 및 제휴문의 고객 문의 FAQ | | | | | | | | (주)브레인커머스 서울특별시 강남구 테헤란로 509 엔씨타워 I, 10층 | 대표   황희승, 윤신근 | 개인정보보호관리자   윤신근 사업자등록번호   120-87-92182 | 통신판매업 신고번호   제2014-서울강남-02942호 | 유료 직업소개사업 등록번호   (국내) 제2017-3220163-14-5-00046호 대표번호   1644-5641 (10:00~17:00 / 매월 마지막 금요일 09:00~13:00 / 주말 및 공휴일 휴무) | 대표이메일 : customer_service@jobplanet.co.kr ©Jobplanet. All rights reserved. 11 12 13 14 15","처리, right"
우선 지원동기와 간단한 자기소개를 진행하였오 나머지는 면접관이 직무와 연관된 질문을 하였습니다.,나머지
"1. 네트워크 망분리 찬성/반대 2. 어떤 소프트웨어 개발론을 도입해야 하는가? 3. WAS 관련 문제 4. 네트워크 쪽 문제 5. 인생그래프(가장 어려웠던 일, 영향을 끼친 일)",소프트웨어
"가장 최근업무성과는 무엇이었나요? 성공할수있었던이유는? 채용방식 개인면접 발표시기 31일 후 ""본인의경력 위주로 무엇을 했는지 입사한다면 어떤일을 하고 싶은지 주로 묻습니다."" 합격 긍정적 도움이 돼요 0",정적
"직무면접(40분) - 모든 질문이 자기소개서에 철저하게 기반되었습니다. 자기소개서 적은 내용을 철저하게 검증하고, 분석하고, 재질문하면서 준비하면 될 것 같아요. HR면접(20분) - 자신의 라이프 사이클 그리고 설명하기 라이프 사이클에 나온 관련 질문들 전공을 선택한 이유? 복전 이유? 왜 SK텔레콤인가?(지원동기) PT(40분), 토의(70,70,80분 총3개)는 현업자 수준으로 매우어려웠습니다만, 문제해결능력을 엿보시려 는것 같았습니다. 저는 PT주제는 전부 모르는 주제만 나왔고, 지문에 근거해서 풀었습니다. 그렇기 때문에 상당히 허접한 답변이 나왔습니다. 다만, 왜 그런 답이 나왔는지 근거에 대해서 열심히 생각했고 얘기를 했습니다. PT 는 40분 준비, 20분 발표입니다. 하지만 5분미만으로 발표하고(내용이 없으니 발표도 짧았네요 ㅠㅠ) 질문받았습니다.",선택
일단 개인면접이 4가지 그룹면접이3가지입니다. 개인면접은 자기 인생에 관해서 얘기하는 것하고 자 소서기반으로 팀리더들과 면접보는거 그리고 주제를 자신이 선택해서 피티발표하는게 있습니다. 그리 고 그룹 면접은 주제를 주면 토론하고 결과를 도출해 발표하는 형식입니다.,선택
"다양한 주제들 중에 선택해서 대답하는 것도 있었고, 자소서기반의 팀장면담을 비롯해 토론 면접이 진 행됨",선택
전공이 무엇인지? 인턴이나 아르바이트 경력이 있는데 자세히 어떤 일을 했는지? 평소 꼼꼼한 성격인가? 풀타임으로 일할 수 있겠는가,바이트
통신사업분야에 대한 경험을 물었으나 해당 분야는 전무하여 이 부분에 대한 답변이 제일 난해함(서류 에서 미리 걸렀으면). openstack 운영 경험 많이 물어 봄.,open
"1. 직무 면접은 개인으로 진행되었으며 직무와 관련된 전공 내용이 적힌 소문항 20개정도로 이루어진 대문항 3 개 중 대문항 2개를 골라 그 중 속해있는 소문항 1개씩을 PT 발표하는 형식 이였습니다. 2. HR 면접은 2인 1조로 진행되었으며 자소서 내용 이외의 인성에 대한 질문을 하였습니다. ex) 살면서 가장 힘들었던 일은?, 동료와 함께 일을 했던 경험이 있는가? 등 3. 팀장 면접은 개인으로 진행되었으며 자소서 관련하여 질문 내용이 나오며 약간의 압박 면접이 있었 습니다. ex) 자소서 문항 중 참신하게 문제를 해결한 적이 있는 내용에서 그게 진짜 참신하다고 생각하는가?, 어 떤 부분에서 그러는가? 4. 토론 면접은 총 8명 중 4명씩 팀을 이루어 진행하는 협상 면접과 8명 전원이 함께 해결해 나가는 토 론 면접, 주제에 대한 결론을 2팀으로 나누어 도출하는 면접이 진행되었습니다. ex) 각 팀에 대한 협상 조건을 주어주고 협상을 통해 원하는 결과를 얻는 면접, SKT 사업 관련하여 좋은 서비스를 제공하기 위한 결론 도출, 자료를 통해 소비자에게 맞는 사업아이템 구현","조건, 구현"
그룹 면접 1. 4:4로 나누어 자료(팀별로 다른 자료와 다른 점수표)를 제공후 협상을 진행 협상 결과에 따른 점수판 정 2. Shadow IT의 해결방안 도출 3. 주어진 자료를 보고 새로운 사업 아이템 제시 개별면접 1. 자기소개서 기반 면접 2. 알고리즘 문제 6개? 주로 정렬과 관련된 알고리즘 3. 테스트 (정보처리 기사 수준?),"알고리즘, 정렬, 테스트, 처리"
"팀원끼리 여러가지 과제를 수행하게함. 기억에 남았던건 스피드 퀴즈 형식으로 A, B, C, D가 있는데 A 는 B가 머라고 생각하고 B는 D가 머라고 생각하고~~ 여기서 A, B, C, D는 무엇인가 라는 것 같은 문제 를 스피드 퀴즈 형식으로 냄. 정답을 맞추기보단 정답까지 가는데 추론과정과 팀들을 어떻게 활용하는 지 리더십을 보는 것 같음. 기술멵접은 자기가 자신있다고 하는 분야에 대해 물어봄. 안드로이드가 자신 있으면 4대요소 등등을 물어보는 정도.","안드로이드, 요소"
경력 위주의 짧은 자기소개 memory leak multi thread asynctask의 문제점 주소록 검색 logic 설계 경험담 풀이,"or, thread, read, 주소"
"pt 내용에 관련된 기본적인 질문과 tcp/ip에 대한 간단한 질문 채용방식 PT면접 발표시기 10일 후 ""준비해온 pt 발표 후, 발표자료에 대한 질문 진행."" K텔레콤(주) 사의 빠른 소식을 받아보세요! 3 엘티삼보(주) 1 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  회사소개 이용약관 개인정보처리방침 커뮤니티가이드라인 모바일 버전 공지사항 광고 및 제휴문의 고객 문의 FAQ | | | | | | | | (주)브레인커머스 서울특별시 강남구 테헤란로 509 엔씨타워 I, 10층 | 대표   황희승, 윤신근 | 개인정보보호관리자   윤신근 사업자등록번호   120-87-92182 | 통신판매업 신고번호   제2014-서울강남-02942호 | 유료 직업소개사업 등록번호   (국내) 제2017-3220163-14-5-00046호 대표번호   1644-5641 (10:00~17:00 / 매월 마지막 금요일 09:00~13:00 / 주말 및 공휴일 휴무) | 대표이메일 : customer_service@jobplanet.co.kr ©Jobplanet. All rights reserved. 17 18 19 20 21","처리, right"
"기존에 해왔던 개발업무에 대한 설명 자료구조 관련 질문, 간단한 손코딩 앱개발시 이용하는 기본 API에 대한 이해도를 보기위한 질믄 채용방식 개인면접 발표시기 30일 후 ""실제 개발을하고있는 분들이 면접관이어서 좋았다 깊이있는 실무 얘기를 할 수 있 었다."" 신입공채 채용 판도 뒤바꾼 SKT…”오히려 좋 아” [인터뷰] SK텔레콤 광고사업팀 김유민님, Ranker팀 김태 현님 찐친부터 가족까지 입사시키고 싶은 이 회 사, 비결은? 찐으로 ‘좋아요’ 꾸욱 누르게 만드는 SKT 구성원 리뷰 모 음.zip K텔레콤(주) 사의 빠른 소식을 받아보세요! 2 코이즈(주) 8 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스","자료구조, 구조, 구성, zip"
"팀장면접 중, '가장 최근에 마무리 지은 공부는 무엇인가?' ""을지로 T타워에서 이루어짐. 오전 8시까지 T타워에 도착. 인턴채용이었으므로 당일 오후 6시 30분즈음까지 이 루어짐. 오리엔테이션을 통해 진행될 면접 순서에 대해 전해들음. 각 조는 12명으로 이루어져있으며 조마다 진행되는 순서는 다르지만, - 팀장급 면접 - 그룹 면접 - 보고서 작성하기 - 협상 면접 - 직무별 간단한 테스트 정도로 면접이 진행됨."" K텔레콤(주) 사의 빠른 소식을 받아보세요! 2 코이즈(주) 8 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  회사소개 이용약관 개인정보처리방침 커뮤니티가이드라인 모바일 버전 공지사항 광고 및 제휴문의 고객 문의 FAQ | | | | | | | | (주)브레인커머스 서울특별시 강남구 테헤란로 509 엔씨타워 I, 10층 | 대표   황희승, 윤신근 | 개인정보보호관리자   윤신근 사업자등록번호   120-87-92182 | 통신판매업 신고번호   제2014-서울강남-02942호 | 유료 직업소개사업 등록번호   (국내) 제2017-3220163-14-5-00046호 대표번호   1644-5641 (10:00~17:00 / 매월 마지막 금요일 09:00~13:00 / 주말 및 공휴일 휴무) | 대표이메일 : customer_service@jobplanet.co.kr ©Jobplanet. All rights reserved. 19 20 21 22 23","테스트, 처리, right"
"자소서를 세부적으로 물어봤습니다. 기억나는 질문은 자신의 성격 장단점을 말하는 것이었씁니다 채용방식 PT면접, 그룹면접, 토론면접, 개인면접 발표시기 14일 후 ""단체 면접이 개인면접보다 중요하게 작용했던거 같습니다. 개인면접은 팀장이 1:1로 따로 불러서 했습니다"" 합격 긍정적 도움이 돼요 0",정적
"기존에 했던 일 중 가장 어려웠던 일 본인의 장점 단점 채용방식 필기시험, 인/적성검사, 그룹 프로젝트, 그룹면접, 토론면접, 개인면접 ""개별면접보다는 단체 면접이 중요했고 본인의 능력을 어필하는 것이 중요했습니 다."" 합격 긍정적 도움이 돼요 0",정적
"유니코드, 네트워크, 커널 등 심도있는 질문을 합니다 개념정도로는 택도 없더라구요 연구와 개발 중 연구하는 인력을 선호하는걸 느꼇어요","유니코드, 개념"
"네트워크.데이터베이스.알고리즘 손코딩.현안토론 및 대안모색.논리서술.요금제관련질문.iot플랫폼 및 최신기술 동향에 대한 주제 채용방식 필기시험, 인/적성검사, 스킬테스트, 논술 시험, 케이스 면접, PT면접, 그룹면접, 토론면접, 개인면접 발표시기 30일 후 ""1박2일로 진행 이틀동안 열가지넘는 테스트를 진행한다. 10명이 한팀으로 진행하고 다시 5명씩 쪼개서 토론하기도 하고 합쳐서 토론하기도 한다. 주로 에스케이텔레콤 현안에 대해서 대안을 모색하는 과제가 주를 이룬다. 개인테스트도 진행하는데 전산학지식 및 손코딩이나 논리문제가 제출된다. 마지막날 개인면담을 수행하는데 주로 진행했던 프로젝트 위주로 물어본다."" 신입공채 채용 판도 뒤바꾼 SKT…”오히려 좋 아” [인터뷰] SK텔레콤 광고사업팀 김유민님, Ranker팀 김태 현님 찐친부터 가족까지 입사시키고 싶은 이 회 사, 비결은? 찐으로 ‘좋아요’ 꾸욱 누르게 만드는 SKT 구성원 리뷰 모 음.zip K텔레콤(주) 사의 빠른 소식을 받아보세요! 3 엘티삼보(주) 1 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스","알고리즘, 플랫폼, 테스트, 구성, zip"
사물인터넷을 통해 어떻게 세상이 바뀔 것인가에 대한 질문,사물인터넷
"자소서기반한 경험과 내가 대학에서 했던 활동과 성과기준으로 많은 질문을 받았 다 K텔레콤(주) 사의 빠른 소식을 받아보세요! 3 엘티삼보(주) 1 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  회사소개 이용약관 개인정보처리방침 커뮤니티가이드라인 모바일 버전 공지사항 광고 및 제휴문의 고객 문의 FAQ | | | | | | | | (주)브레인커머스 서울특별시 강남구 테헤란로 509 엔씨타워 I, 10층 | 대표   황희승, 윤신근 | 개인정보보호관리자   윤신근 사업자등록번호   120-87-92182 | 통신판매업 신고번호   제2014-서울강남-02942호 | 유료 직업소개사업 등록번호   (국내) 제2017-3220163-14-5-00046호 대표번호   1644-5641 (10:00~17:00 / 매월 마지막 금요일 09:00~13:00 / 주말 및 공휴일 휴무) | 대표이메일 : customer_service@jobplanet.co.kr ©Jobplanet. All rights reserved. 21 22 23 24 25","처리, right"
"인성면접 자기소개해봐라. 자소서면접 학교다닐때 했던 전공 프로젝트 전공면접 ""전공면접과 인성면접이 있었다. 공채로 들어가서 쉽지않았으며 1박2일동안 합숙 하면서 면접을 보았다."" K텔레콤(주) 사의 빠른 소식을 받아보세요! 2 코이즈(주) 8 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  회사소개 이용약관 개인정보처리방침 커뮤니티가이드라인 모바일 버전 공지사항 광고 및 제휴문의 고객 문의 FAQ | | | | | | | | (주)브레인커머스 서울특별시 강남구 테헤란로 509 엔씨타워 I, 10층 | 대표   황희승, 윤신근 | 개인정보보호관리자   윤신근 사업자등록번호   120-87-92182 | 통신판매업 신고번호   제2014-서울강남-02942호 | 유료 직업소개사업 등록번호   (국내) 제2017-3220163-14-5-00046호 대표번호   1644-5641 (10:00~17:00 / 매월 마지막 금요일 09:00~13:00 / 주말 및 공휴일 휴무) | 대표이메일 : customer_service@jobplanet.co.kr ©Jobplanet. All rights reserved. 22 23 24 25 26","처리, right"
"SK텔레콤의 서비스 중 개선하고 싶은 부분이 있다면 어떤 것이있는가? 채용방식 필기시험, 인/적성검사, 그룹 프로젝트, 케이스 면접, PT면접, 그룹면접, 토론면접, 워크숍 발표시기 15일 후 ""신입 공채였으며 면접은 크게 두 단계로 합숙 집합면접, 임원면접이 있었고 집합면 접에서는 직무관련 단체면접 및 토론면접, 프레젠테이션이 있었습니다. 입사한지 5 년이 넘어 과정이 바뀌었을수도 있습니다."" 합격 긍정적 도움이 돼요 0","집합, 정적"
"PT : 자유주제 실무면접 : 최근 5년 이내에 따로 실력개발을 위해 준비하는 것이 있는가? ""2015 상반기 인턴면접을 보았습니다. 인적성 발표 후 약 3주정도 준비 시간을 줬었습니다. 워낙 꼼꼼하고 차별화된 전형으로 유명한 회사라 준비할 것이 많았었습니다. 인턴면접임에도 불구하고 오전 9시부터 오후 6시까지 점심시간을 제외하고 휴식시 간 거의 없이 다양한 방법으로 면접이 진행됬습니다. 회사가 인재 채용에 많은 비용 과 노력을 기울인다는 것이 느껴졌습니다. 오전에는 PT면접 오후에는 팀장 실무면접과 HR면접을 진행했습니다. PT면접의 경우 관련 주제에 따라 개인이 발표내용을 작성하고 면접관님께 제출합 니다. 그 후 지원자들이 돌아가며 발표하는데 질문지를 작성해서 제출한 후 질의응 답을 하는 식으로 진행되었습니다. 점심식사 후 2대1로 실무면접을 했습니다. 철저하게 자기소개서 바탕으로 꼬리질 문이 들어오는 형식의 면접이었습니다. HR 면접의 경우 키워드를 주고 키워드 중 몇개를 골라서 SKT의 발전 방향에 대해 서술하는 논술식 면접이었습니다."" K텔레콤(주) 사의 빠른 소식을 받아보세요! 3 엘티삼보(주) 1 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  회사소개 이용약관 개인정보처리방침 커뮤니티가이드라인 모바일 버전 공지사항 광고 및 제휴문의 고객 문의 FAQ | | | | | | | | (주)브레인커머스 서울특별시 강남구 테헤란로 509 엔씨타워 I, 10층 | 대표   황희승, 윤신근 | 개인정보보호관리자   윤신근 사업자등록번호   120-87-92182 | 통신판매업 신고번호   제2014-서울강남-02942호 | 유료 직업소개사업 등록번호   (국내) 제2017-3220163-14-5-00046호 대표번호   1644-5641 (10:00~17:00 / 매월 마지막 금요일 09:00~13:00 / 주말 및 공휴일 휴무) | 대표이메일 : customer_service@jobplanet.co.kr ©Jobplanet. All rights reserved. 23 24 25 26 27","키워드, 처리, right"
"자신의 개발자로서의 장점, TCP/IP에 관하여 설명하시오.",IP
"존경하는인물. 취미. 달리기얘기. 무용얘기. 가장힘들었던일. 슬럼프극복경험. 생활신조. 오픽 발표시기 30일 후 ""역량문제주어지고 해결방안작성 모바일 오피스관련 . 인성. 그룹피티"" 불합격 긍정적 도움이 돼요 0",정적
"인생의 굴곡 그래프를 작성하고 간략하게 설명하시오. 그리고 인생의 목표에 대해 설명하시오 채용방식 필기시험, 인/적성검사, PT면접, 그룹면접, 토론면접, 개인면접 ""거의 프리젠테이션로 주로 했습니다. 발표능력을 주로 보는거같습니다."" 불합격 긍정적 도움이 돼요 0",정적
"어렸을 적부터 지금까지 꿈이 무엇이었으며 어떻게 변화했는가? 채용방식 인/적성검사, PT면접, 개인면접 발표시기 14일 후 ""자소서를 기반으로 다양한 질문을 함. 채용전환형 인턴이라 그런지 인턴을 뽑는 자리에서는 직무적인 질문이 아닌 개인의 인성에 대한 질문으로만 구성되었음. 면접 분위기는 굉장히 편안."" 불합격 보통 도움이 돼요 0",구성
"1)진행했던 프로젝트를 설명하되, 실제로 컴파일하고 실행하는 모습을 보여주십시오 2)관련경력 관련 기술이 어떠한것이 있는데 아는데로 설명바랍니다. 3)진행했던 프로젝트의 본인의 역활에 대해 설명바랍니다",파일
"당시 일본에서 이폭발적 인기를 끌던 도코모 i-mode에 대해 집중적으로 질문을 받았습니다 채용방식 필기시험, 인/적성검사, 스킬테스트, 케이스 면접, 개인면접, 기타 발표시기 30일 후 ""2000년 입사때 면접을 보았는데, 경력직 면접이어서 전문적인 부분이 많았습니 다"" 합격 보통 도움이 돼요 0",테스트
"지원동기 통신시장 변화예측 성장전략도출 영어인터뷰 신규사업전략수립 채용방식 필기시험, 인/적성검사, 케이스 면접, 토론면접, 개인면접 ""인성면접을 바탕으로 직무에관련된 다양한 질문 하루종일진행되어 체력안배필요"" 합격 긍정적 도움이 돼요 0",정적
기본적인 알고리즘에 대해. 스레드 세이프에 대해 알고있는가. 기타 현재 직무에 대해,알고리즘
"팀장면접 1인당 준비시간 30분 후 팀장면접실에 들어가면, 2명의 면접관이 계시고 2:1로 면접을 40분가량 진행 하십니다. 인생그래프, PT, 자소서 질문(역량+인성)을 받고, 나와 다시 팀룸으로 가서 팀PT준비를 계속 진행합니다. 인생그래프와 자소서를 바탕으로 동네 어른들과 이야기 나누듯이 물어보는 질문에 대해 편하게 묻고 답하였습니다. 채용방식 인/적성검사, 케이스 면접, PT면접, 그룹면접, 토론면접, 개인면접 발표시기 14일 후 ""1. 1박 2일 합숙면접 - 연수원에서 진행 - 10명 정도로 한 팀을 구성 - 주니어면접관 2명이 한 팀을 전담하여 관찰. - 팀끼리, 개인PT, 팀PT, 조별토론, 협상면접 등을 진행 - 아이템은 그 자리에서 제공(SKT의 현업에서 고민하는 주제들임)"" BEST 합격 긍정적 도움이 돼요 7","구성, 정적"
"SKT 및 지원직무 지원동기 마지막으로 하고 싶은 말 원칙과 효용 사이의 갈등 경험 공모전에서 맡은 역할 공모전 팀에서 어떤 역할을 맡았는지 공모전에서 어떤 창의성을 발휘한 것인지 해외 여행 많이 하면서 무엇을 배웠는지 외국 생활을 어떤 이유에서 시작했는지 채용방식 인/적성검사, 그룹 프로젝트, 케이스 면접, PT면접, 개인면접 발표시기 18일 후 ""개인PT면접 30분 준비, 7분 발표, Q&A, 다른 사람 발표 요약 및 역Q&A (총 면접시간 3시간) 인성면접 30분 (팀장급), 자소서 기반의 질문 위주 HR면접 70분 (HR직원이 면접관), 광고 기획안 작성 프로젝트, 5대5 경쟁피티"" 대기중 긍정적 도움이 돼요 0",정적
"어떤 프로젝트에서 어떤 문제를 어떤 방향으로 잘 해결했는가 발표시기 7일 후 ""너무 대단한 사람들을 찾는듯, 전직장에서 했던 일자체가 대부분 약한것으로 취급 받음"" 불합격 긍정적 도움이 돼요 0",정적
