question,extracted_terms
"자기소개 (지원동기, 장단점) String과 StringBuffer 차이점 Map과 Hashmap의 차이점 오버라이딩의 추상적 개념 데이터 캡슐화 설명하기 최근 이슈되는 웹 보안 할 수 있는 방법 좋은 개발자란 어떤것인가? RDBMS에서 JOIN의 종류와 각각의 특징 설명하기 HTML의 구조 주어진 특징을 CSS로 적기 주어진 테이블을 보고 쿼리 만들기 Paging클래스 알고리즘 만들기 (게시판 블록사이즈, 페이지사이즈) i++ + ++j =? (i=5, j=6) •int main() { int i, n = 20; for (i = 0; i < n; i--) printf(""*""); return 0; } 여기서 한문자만 고쳐서(삭제,추가 불허) * 문자를 20번 출력하게 하시오 채용방식 그룹면접 발표시기 3일 후 ""최대한 자세하게 작성해주세요. 최초 연락부터 인터뷰 횟수, 분위기, 면접관의 특 징, 면접 팁 등 1. 서류면접을 합격했으니 내일 면접볼 수 있냐고 해서 다음날 면접 봄. 2. 오자마자 간단한 기술 테스트를 봄 3. 면접을 대기하다가 다대다 면접을 봄 4. 전체적으로 딱딱한 분위기는 아니나 30분 걸림"" 불합격 부정적 도움이 돼요 5","String, 문자"
"자격증 관련 지식, API, QA로서의 자세",API
"라이브러리와 프레임워크 차이, 기본기 위주의 질문들입니다",프레임
1. 스프링 프레임웍의 di란 무엇인가? 2. 데이터베이스 성능 이슈시 어떠한 과정으로 대처 할 것인가?,프레임
"3대1 면접. 자기소개 따로 없음. 코딩테스트 리뷰-자소서 기반&기술 질문-손코딩 순으로 진행. 아래 생 각나는대로 적어봄. 코딩테스트 리뷰 본인 생각에 코딩테스트에서 가장 아쉬웠던 점은? 코딩테스트 후 완성도를 높이기 위해 더 노력한 사항이 있는지? 설계나 사용한 자료구조에 대한 설명 등 질문 자소서에 적힌 사항에 대한 질문들 벡터&어레이리스트&배열의 차이점은? 추상클래스와 인터페이스의 차이점은? 오버로딩과 오버라이딩의 차이점은? OOP의 특징 4가지를 설명해보라 Java의 접근제한자 4가지를 설명해보라 synchronized에 대해서 아는대로 설명해보라 등 주로 Java, Spring에 대한 질문이고 네트웤, OS 등에 대한 질문도 몇 개 있음. 타기업들과 비교했을때 그닥 어려운 난이도는 아님. ""서류전형-코딩테스트-1차면접 후 탈락. 코딩테스트는 타기업들과 달리 프로그램 작성 후 메일로 프로젝트를 제출하는 식. 1차면접은 타기업들과 크게 다르지 않은 다대일 기술면접 형식. 면접관들은 면접에 대한 교육을 따로 받고 들어오시는듯 굉 장히 친절하심. 다만 각 전형별 피드백이 없는 부분이나 면접진행 시 불필요하게 여 러 사람과 장소를 거쳐야 하는 등 프로세스는 좀 아쉬웠음."" (주)쏘카 Backend Developer 3 ~ 8년, Javascript 합격보상 100만원  (주)코드박스 [200억 ↑투자, 두나무 계열사] 소프트 웨어 엔지니어 3 ~ 10년, python, react, graphql, typescript, Django fra…  (주)트레드 Back-e 경력무관, j 액 3000억원 이상 (주)교원 포지션 0개 채용 중 2 코이즈(주) - 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스",피드백
API 서버에 사용자가 폭증해서 병목현상 발생 시 대처방안,API
"손코딩은 간단한 알고리즘 문제가 나옴. 교집합. 비트연산. 요구사항에 맞는 리스트 만들기 기술 질문은 직무에 관련된 기술에 대해 세세하게 물어보는 편. 단순하게 사용해본 프레임워크나 MVC, IoC, AOP 등에 대해 아는 것을 설명해 달라고도 함. 사용해본 데이터베이스의 차이점이나 장점 등도 질문함.",프레임
자바 자료형 스프링 aop 스프링 스트럿츠 차이점 프레임워크 질문,프레임
타사 자사 서비스 분석 및 개발 시뮬레이션,시뮬레이션
스프링 프레임워크를 구현할 수 있느냐,프레임
"손 코딩이 있고 자바의 기본 적인 부분과 dbms, 알고리즘, 프레임워크등에 대해서 광범위하게 질문하 였습니다",프레임
"온라인테스트로 진행했던것에 관해 어필하고싶은 부분을 보드판에 그리면서 설명해라??(문제도 다시 보여주지 않고 무작정 내가 만들었던 부분을 보드판으로 설명하라는데...ClassDiagram을 그리라는건 지...손코딩을 하라는건지...자꾸 내가 만든것을 그려보라고하는데 문제라도 다시 보여주던가..좀 많이 당황스러웠음...2:1의 면접이었는데 한분은 한마디는 커녕 쳐다보지도 않으심;;) 신입은 손코딩과 알고리즘, 자료구조 등 언어에 대한 기본을 많이 보는걸로 알고있었는데...트집을 잡아 서 난이도있는 질문만 계속함;; (Interface는 무엇이고, 어떻게 사용하는가? Servlet과 Spring이 어떻게 동작하는지...Servlet이 멀티 쓰레딩에 안전할까?) 기술과는 별도의 인성에 관련된 질문도함..(어떠한 개발자가 되고싶은가? 최근 읽었던 책에서 기억에 나는 내용은?)",Interface
"지원동기, 사용해본 프레임워크,이직하려는 이유",프레임
1.이력서 보고 면접관이 눈에 띄는 사용한 기술에 대해서 물어봄 2.지원동기 3.디자인패턴 사용해본 경험 4.프레임워크 사용해본 경험 5.다른 개발자와의 차이점,프레임
"자기소개 ,이력서 내용 질문 ,프레임워크 자바관련질문함 앞으로 뭐가되고싶은지 ,포부 채용방식 스킬테스트, 개인면접 발표시기 1일 후 ""2대1로 진행 되었고 들어가자마자 분위기가 침묵과 긴장만이 흘러넘침. 그리고 들 가서 긴장풀어주는 농담같은건 없고 바로 진행함. 면접관들은 앞에 노트북을 준비 해놓고 한명은 인성 한명은 기술위주로 물어보는데 자신들은 인터넷에 서칭하면서 질문을 하고 맞지않는 대답했을경우 원했던 대답은 아니었다고 말해줌. 면접관자신 을 얼마나 많이 정확하게 알지는 잘모르지만 얼마나 정확한 답변을 원하기에 인터 넷서칭까지 하며 해답을 찾는건지 ; 그리고 팀당 팀원이 4명이라 함 ; 뭐 야근은 거 의안한다고 하지만 인력채용을하는 이유가 내부적 시급하게 해결할일도잇고 문제 점이 많다고 해서 뽑느거라하든데 4명인건 좀 ... 야근안할수가 없었을거갗은데 앞 뒤가 안맞음. 글고 자기네 분위기 좋다고 어필하지만 면접분위기는 영.. 기술면접보 는데 어렵진 않지만 준비좀 해가야할듯 . 게속해서 사수가 있긴잇어도 자신이 어려 움이 있을때는 혼자 해결할수 있냐는걸 계속 물어봄 .. 팀내 분위기 자체는 서로서로 말이 별로 없는듯 그냥 개인주의쩌는듯 .."" 불합격 부정적 도움이 돼요 2",프레임
진행 된 딜 중 워스트케이스 분석 및 피드백,피드백
"지원 동기, CS관련 질문, 사용했던 프레임워크 관련 질문",프레임
*기본질문* 1. 1분 자기소개 2. 전공 및 경력이 전혀 다른 분야인데 괜찮은지? 어떻게 지원됐는지? *기술질문* 1. CSS프레임워크 없이 하드코딩 가능한지? 2. felxbox가 무엇인지? 3. :root 태그가 지원되는 브라우저 아는지? 4. 플러그인 없이 애니메이션 구현 가능한지? 5. 잡코리아 회원가입 페이지 구두로 코딩 과정 설명하시오.,"프레임, 애니메이션"
1. 주량이 어떻게 되나요? 2. HTML5을 다룰 줄 아는가요? 3. 웹과 다른 일반사무직도 같이해야하는데 괜찮은가요?,반사
"본부장님, 개발팀장님 (4) 5:1 면접이었고, 인성, 기술 면접을 즉흥적으로 질문함. 기술면접은 주로 High 레벨 쪽 보다는 Low 레벨 쪽 질문이 많이 있었음. 채용방식 개인면접 발표시기 2일 후 ""서류전형 - 면접진행 - 합격통보 (문자로 연락옴)"" 불합격 긍정적 도움이 돼요 0",문자
직무를 중심으로 한 자기소개 Srping프레임워크의 특징 JVM 설명,프레임
"신입이라 간단한 질문만 받았었습니다. 자바 스프링의 IoC, DI 개념에 대한 질문 컨텍스트 생명주기 JPA 사용 경험",텍스트
"경력 위주 자기소개, Kotlin, Java, 아키텍처, 업무 관련 이슈 처리 API 처리",API
"spring framerwork관련(aop, interceptor, filter 등), orm관련(mapping, n+1, 영속성 컨텍스트..) , gc 관련 (개념, gc종류, 종류별 특징) 채용방식 그룹면접 발표시기 14일 후 ""1차 기술면접, 2차 인성면접 후 최종통보"" 합격 긍정적 도움이 돼요 2",텍스트
1. MSA 과점에서의 서비스 개발 경험 2. RESTful API 개발 경험,API
"스프링 프레임워크 버전별 차이는 뭐냐 Git과 Svn의 차이는 뭐냐 연차가 어떻게 되냐 등등.. 채용방식 개인면접 발표시기 3일 후 ""잡사이트를 통해 지원 후 인터뷰 하게 됨. 면접관은 총 3명이 들어왔는데 질문은 한 명만 함. 답변시 옆으로 흘기면서 고개를 돌려가며 보는데 기분이 좋지 않았음."" 불합격 부정적 도움이 돼요 2",프레임
"REST API 작성 방법, NoSQL 사용 경험, mysql 사용 경험, php 사용 가능 여부 체크.",API
1. 프로젝트에서 어려웠던 점 2. 프레임워크와 라이브러리의 차이 3. 자료 구조 질문,프레임
1. 서비스 아키텍처 구조 그리기 및 설명 2. 이직 이유 3. 당신을 채용해야하는 이유는?,그리기
차트 색깔 칠하기 문제랑 문장의 유사도 분석을 위한 알고리즘 질문이 기억에 남네요,칠하기
단일책임 원칙을 위배했을때 어떤 문제가 발생하는지? 레이어간 데이터 전달을 optional로 하는것에 대해 어떻게 생각하는지? 엔티티 연관관계의 복잡도는 어느정도까지 해봤는지?,레이어
업무 범위 외 프로젝트에 호기심을 느끼시고 설명을 부탁하셨습니다. 순수한 호기심으로 관련 지식에 대한 설명도 함께 부탁하셨습니다,명도
1. 트러블슈팅 경험중 가장 기억에 남는 것은? 2. RESTFUL API에 대해 설명해주세요 3. 데이터베이스 최적화 기법에 대해 아는대로 설명해주세요,API
"프로젝트 중 하나 소개하기 기술에 대한 이론적인 설명 요구 (장단점, 배경) 텍스트 에디터 아무거나 켜서 알고리즘 짜기",텍스트
안드로이드 개발자였기 때문에 1. Android Framework 질문 2. Kotlin 질문 3. 샘플 코드를 주어지고 어떻게 하면 최적화를 할수 있을지,Frame
"1. 데이터베이스에 10억개의 정보가 있을 때 어떻게 처리할 수 있을지 2. 서버에서 TimeoutError가 떴을 때 어떤 것을 가장 먼저 확인해야할지 채용방식 스킬테스트, 개인면접 발표시기 9일 후 ""서류, 코딩테스트 이후 1차 면접을 진행했습니다. 대학 연계 과정이였고, 1차 면접이 마지막 면접이였습니다. 프리즘 라이브 스튜디 오 데이터 분석 역할을 맡아 데이터 분석 및 시각화 공부를 열심히 했는데.. 아쉽게 도 서버와 데이터베이스 관련 질문만 계속 들어와서 아쉬웠습니다. 모르는 내용이 많아 잘 대답하지 못했고 떨어졌습니다."" 불합격 보통 2 던킨/던킨도너츠 (… 4 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  회사소개 이용약관 개인정보처리방침 커뮤니티가이드라인 모바일 버전 공지사항 광고 및 제휴문의 고객 문의 FAQ | | | | | | | | (주)브레인커머스 서울특별시 강남구 테헤란로 509 엔씨타워 I, 10층 | 대표   황희승, 윤신근 | 개인정보보호관리자   윤신근 사업자등록번호   120-87-92182 | 통신판매업 신고번호   제2014-서울강남-02942호 | 유료 직업소개사업 등록번호   (국내) 제2017-3220163-14-5-00046호 대표번호   1644-5641 (10:00~17:00 / 매월 마지막 금요일 09:00~13:00 / 주말 및 공휴일 휴무) | 대표이메일 : customer_service@jobplanet.co.kr ©Jobplanet. All rights reserved. 28 29 30 31 32 신고하기 도움이 돼요 1",시각화
"두번째 세션 알고리즘문제 1. 리소스에대한 경합으로 인한 이슈가 발생했을때 해결방안 : atomic, syncronize 키워드를 활용해서 해결할 수 있다고 했고, syncronize 를 사용한 예시를 손코딩 해봄 2. 이진트리 특성을 활용한 알고리즘 문제를 푸는것 이었고, 화이트보드에 손코딩을 함 세번째시간 cs 관련 문제 1. concurrency, parallel 설명함 2. 서버에 캐쉬로직이 있는데 get()과 save()메서드만 수행하는데, 이 서버를 계속 수행하는 oom이 나 는데 뭐가 문제일까? ""상시채용공고에 지인추천으로 서류접수를 하고 1차면접을 진행하였습니다. 1차면접은 3가지 세션으로 진행했는데, 세션당 2명의 면접관이 들어오셨습니다. 첫번째는 경력사항에 대한 질의응답이 주를 이루었고, 두번째는 알고리즘관련 문제를 푸는 것이었습니다. 면접관이 준비해온 문제카드 중 에서 하나씩 꺼내어 제시하면 문제를 보고 화이트보드에 손코딩을 하는 방식으로 진행하였습니다. 세번째 시간은 해당팀 팀장님과 채용포지션에 같이일할 분이 들어와서 cs관련 문제 를 주고 답변을 하는 시간과 팀장님에게 기술경력에 대한 질의응답을 하는 시간을 가졌습니다."" (주)박차컴퍼니 JAVA 개발자 5년 이상, java, spring boot, Docker, Jenkins, Spring Dat… 합격보상 100만원  (주)쏘카 Backend Developer 3 ~ 8년, Javascript 합격보상 100만원  라이언앤 [경력] J 근제 도 3 ~ 5년, ja 2 던킨/던킨도너츠 (… 4 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스",이진트리
"MSA와 관련한 여러가지 질문들 하둡 Join의 전략 서술 Text diff 판단 알고리즘 채용방식 스킬테스트, 개인면접 발표시기 5일 후 ""총 4분의 면접관이 30분마다 들어옴 2시간의 면접, 모두 화이트보드에 알고리즘을 풀도록 함 문제 난이도는 가장 쉬운 BST부터 창의력을 요하는 문제까지 다양했음 문제를 풀었으면 끝없이 최적화를 하며 시간복잡도를 계산하게 함 그리고 문제 서술 과정에서 여러가지 관련한 질문을 받음"" 합격 긍정적 도움이 돼요 1",Text
제 전공이 특이해서 전공에 관해 물었고 이전에 만든 게임 프로젝트에 대해서 물어본게 기억이 남네요,게임
현재하고 있는 업무 관련 왜 그렇게 했는지 다른 솔루션은 사용 안해봤는지 프레임워크 내 호출방식,프레임
특별하게 없다. 뭐 그냥 면접에 대한 피드백이 괜찮았다.,피드백
손가락 10개로 표현할 수 있는 숫자의 최대값은? 수학 라이브러리 없이 삼각함수를 구현해보시오? 인적성 면접 시 게임 마케팅 쪽으로 와서 일해볼 생각 없냐는 질문을 받았습니다.,게임
1. 개발 했던 앱 의 스토리보드를 그려놓고 설명하기 2. 기본 프레임웍 컨트롤 설명하기 3. 최근 WWDC 에서 관심 있던 이슈,"스토리보드, 프레임"
메모리 구조에 대한 질문이나 자바스크립트의 실행 컨텍스트에 대한 질문이 많았음. 손코딩 문제는 6 개 정도 풀었다.,텍스트
기본적인 네트워크 지식과 HTTP 통신과 REST API에 대해서 설명하고 Spring Framework의 구조에 대해서 질문했습니다. 그 후 자료구조나 간단한 알고리즘 문제를 풀었습니다.,"API, Frame"
"사전 과제와 관련하여 질문(어느 정도의 시간이 소요 되었는지 등) 협업 경험, 협업하면서 가장 어려웠던 것과 어떻게 해결했는가? 전 직장 퇴사 이유. 같은 이유가 네이버에서도 발생한다면 퇴사할 것인가? 채용 직군 관련 기술 질문, 채용 직군과 다른 직군에 대한 기술 질문도 있었음. (협업 때문이라고 하기에 는 타직군의 기술 질문을 하는 이유를 찾기 어려웠음) 대체로 기술 질문을 하는데 있어서 광범위한 컨텍스트에서의 질문이 자주 이루어짐.",텍스트
"과제 관련하여 클래스 다이어그램 그리기 사용해봤던 협업툴 브라우저 랜더링 과정 ""미리 과제 제출후 그린팩토리가서 30분정도 대기하다가 들어감 세명씩 한팀으로 한시간반정도 두팀 면접봄"" 111퍼센트(주) [111퍼센트] 1인 개발자 모집 경력무관, Unity, 유니티 합격보상 100만원  (주)코드박스 [200억 ↑투자, 두나무 계열사] 소프트 웨어 엔지니어 3 ~ 10년, python, react, graphql, typescript, Django fra…  (주)트레드 Back-e 경력무관, j 2 던킨/던킨도너츠 (… 4 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스",그리기
"회원DB에 대해서 어떻게 모델링 할 것인지, 친구추가 등등에 대해서 모델링이나 다양한 웹기술을 써서 구현하기",모델링
"Call By Address, Reference 차이 Reflection. 왜 사용하는지. Heap 메모리 구조. REST 싱글톤",Reflection
"자바에 대해 광범위하게 물어보는편입니다. gc, 버전업에 따른 변화, 프레임웍 전반적인 플로우등. 개 인적인 이야기도 많이 하고요.",프레임
"기술면접은 1시간씩 2번. 각각 다른 면접관이 실시. 면접 질문은 정말 광범위하고 다양했음. 생각나는것만 적어보자면.. - 기존 경력과 제출한 포트폴리오에 대한 설명 짧게 (중요하진 않은듯) - 화이트보드 손코딩 (클래스 설계, 슈도코드 가능) - 특정 프로그램을 개발한다고 가정하고 종이에 끄적이듯 설계해보기. - Thread 동기화의 종류와 각각의 장단점 - Double Buffering 시 예상되는 문제점 - RESTful API에 대해 설명 - Library와 DLL 사용시 차이점과 각각 사용시 장단점 - Http 통신시 Post/Get 방식의 차이점 - STL List와 Vector의 차이점, 장단점 - Hash Table에 대한 설명. - 특정 Tree search 알고리즘에 대한 설명 등등등.........",API
"1.자기소개서 위주의 질문 2. Spring 프레임워크 기반 시스템을 어떻게 구현을 하였는지 3.restful 4.git ""Back End 부문에 지원을 하였으며 전화면접 --> 1차면접 --> 2차 면접 중 전화면접 에 대한 후기 입니다. 특정 시간을 정하여 30분 정도 진행하였으며 다른 회사와 다르게 업무 경험이 아닌 전문적인 지식을 묻는 질문들이 많았습니다."" 2 던킨/던킨도너츠 (… 4 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스",프레임
윈도우 서버 개발자로 지원 - 윈도우 소켓 관련 API 등 필기시험 진행 - 젊은 실무 면접관 2명이 지원이유 등 일상적 질문과 기술면접 진행,API
"이진트리에 대하여 아는대로 말해보시오. POST와 GET방식의 차이는 무엇입니까? 여태 완성한 프로젝트 중 가장 큰 것은 무엇이었고, 어떤부분을 담당했습니까? 작성한 프로그램 중 가장 길었던 코드는 몇 줄입니까? 채용방식 스킬테스트, 개인면접, 기타 ""웹 프로그래머 인턴쉽 전형을 지원하였고 서류통과 후 전화면접을 진행하였습니 다. 네트워크, 데이터베이스 등 IT기본 지식에 대하여 물어보고 자소서에 작성한 프 로젝트에 대하여 상세하게 설명해주길 원했습니다."" 불합격 보통 도움이 돼요 0",이진트리
"프로젝트에 대한 경험, 알고리즘, 자료구조 기타 등등 소프트웨어에 대한 전반적인 기초지식들 채용방식 개인면접 ""문자로 연락오고 그뒤부터는 메일로 연락"" 대기중 보통 도움이 돼요 0",문자
"진행했던 프로젝트 중에서 기억에 남는 API에 대해 설명, 자바 질문, 설계 질문 등, 계속 꼬리물고 들어갔던거 같음. 채용방식 개인면접 ""2년전 네이버 인턴기억, 서류 통과해서 면접보러 갔었음. 방에 여러개 있었고, 안에 면접관 2명씩 있고 혼자 들어가서 봄."" 불합격 보통 도움이 돼요 0",API
"콘텐츠, 서비스 기획 신입사원 부문인만큼 개개인의 기획에 대한 질문을 하십니다. 제 기획의 실효성에 대해 물어보셨을 때 좀 난감했습니다. 채용방식 PT면접 발표시기 7일 후 ""2015 NAVER 콘텐츠&서비스기획 신입사원 모집 부문 컨셉 기획안 합격 해서 12hrs CAMP와 아이디어 컴페티션까지 참가했습니다. 신분증만 들고 편한 복장으로 오라고 하셔서 캐주얼한 복장으로 갔습니다. 열두시간 캠프는 인사과 분들께서 내주시는 과제를 12시간동안 개인별로 진행하는 겁니다. (실제 12시간 풀은 아닙니다) 단 외부 자료 활용 못하고, 개인별 노트북에 어도비 정품이 아니면 쓸 수 없다고 하 셔서 그 점이 좀 힘들었습니다."" BEST 불합격 긍정적 도움이 돼요 1",CAM
"OSI 7레이어 계층은? 원형 스택 공간 처리문제 스택과 링크드 리스트 차이를 설명하세요 중간 중간에 수학의 경우의 수 문제 sql문법 64비트와 32비트의 차이 채용방식 필기시험, 개인면접 발표시기 20일 후 ""전화면접 > 1차면접 > 2차면접"" 불합격 보통 도움이 돼요 3",레이어
"면접관이 일체 개입하지 않는 형식의 면접이어서 생각나는 게 없습니다만.. 오히려 지원자들끼리 8분간 갖는 토론 시간에, 개인의 IT 기반 지식이 부족하다면 할 말이 없거나, 다른 토론자의 말을 못 알아들을 수 있습니다. 서로 많이 말하려고 하기 때문에 발언권을 얻기가 어렵습니 다. 채용방식 PT면접 ""2014년 상반기 콘텐츠기획 인턴전형 면접이었습니다. 아침10시부터 밤10시까지 네이버 그린팩토리 사옥에서 12시간 동안 면접이 진행 됩니다. 개인 당 노트북이 하나씩 지급됩니다. 필기할 수 있는 연습장과 펜 또한 지급됩니다. (라인캐릭터..ㅎㅎ) 오전에는 주어진 주제 중 한 가지를 골라서 기획서를 만들어 점심시간 전까지 제출 합니다. 점심을 먹고 난 후 오후엔 오전에 작성한 기획서를 바탕으로 PT 자료를 직접 만들어 야 합니다. 인터넷 검색과 사진 자료 저장 수준의 행위는 허용되고, 스마트폰도 감독관 감시 하 에 사용이 가능했습니다. 저녁을 먹은 후엔 지금까지 만든 PT 자료를 바탕으로 조를 짜서 발표하는 시간을 가 집니다. 사용하던 노트북을 그대로 들고 면접장으로 이동해야 합니다. 한 조는 5명이 배정 되며, 직군은 섞이는 것 같습니다. 면접관 2명과 지원자 5명이 둥그렇게 앉아서 배정된 순서대로 자신의 PT를 발표하 고, 8분간 이에 대한 토론 시간을 갖습니다. 8분 생각보다 정말 짧습니다... 협동심과 배려를 보는 게 아니고 개개인의 역량과 능 력에 초점을 둔다 하셨습니다. PT를 마치고 돌아오면 인적성 검사를 노트북으로 치릅니다. 어려운 편은 아니지만 시간이 약간 부족했습니다. 다 끝난 후엔 광화문/강남역까지 태워다 주는 셔틀버스를 운행해 줘서 막차 걱정할 필요는 없는 듯."" BEST (주)박차컴퍼니 JAVA 개발자 5년 이상, java, spring boot, Docker, Jenkins, Spring Dat… 합격보상 100만원  (주)자비스앤빌런즈 [대규모 채용] Backend Engineer 3 ~ 20년, java, Spring 합격보상 100만원  (주)액션파 Back-e 4 ~ 15년, 합 2 던킨/던킨도너츠 (… 4 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스",이동
"기술질문 : 네이버에서 인코딩한 동영상을 15분이상 재생하지 못하게 하였는데 왜 그랬는지 설명하여 라. 채용방식 개인면접 ""서류합격을 하고 12일 전후로 정자동 네이버 본사에서 면접을 진행한다고 통보받았습니다. 면접관은 두 분으로 8층 면접실의 작은 방에 들어가서 약 1시간 동 안 진행합니다. 첫번째로 자기소개를 진행하고 주로 자기가 수행한 프로젝트에 대 하여(거의 질문의 반정도) 질의응답을 합니다. 경험하였던 학교 활동, 자기가 가장 관심을 가졌던 과목에 대한 질문(자료구조 -> 리스트 , 트리 -> 이것에 대하여 아는 데로 설명해보라)이나 또다른 프로젝트의 설명을 듣고 거기에 대한 전공 지식(게임 을 만들은 경험을 말하였는데 카메라를 어떻게 구현하였는가 등)에 대하여 말하였 습니다. 거의 자소서 항목에 대하여 심층적으로 물어보시는 것 같습니다."" BEST 2 던킨/던킨도너츠 (… 4 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  회사소개 이용약관 개인정보처리방침 커뮤니티가이드라인 모바일 버전 공지사항 광고 및 제휴문의 고객 문의 FAQ | | | | | | | | (주)브레인커머스 서울특별시 강남구 테헤란로 509 엔씨타워 I, 10층 | 대표   황희승, 윤신근 | 개인정보보호관리자   윤신근 사업자등록번호   120-87-92182 | 통신판매업 신고번호   제2014-서울강남-02942호 | 유료 직업소개사업 등록번호   (국내) 제2017-3220163-14-5-00046호 대표번호   1644-5641 (10:00~17:00 / 매월 마지막 금요일 09:00~13:00 / 주말 및 공휴일 휴무) | 대표이메일 : customer_service@jobplanet.co.kr 110 111 112 113 114",게임
프로젝트중 갈등 해결방법 데이터 모델링 정규화 SPRING F/W 초기 세팅 가능 여부,모델링
"해외 출장도 가능한가, 먼 지역도 이동해서 거기서 근무 가능한가를 물어봄",이동
1. 이전에 하던 업무와 입사하게 된 후 할수 있는 업무를 연관지어서 설명해보시오. 2. 사용해본 프레임워크의 장단점에 대해 설명해보시오. 3. 인프라 구성 시 고려해야될 부분에 대해 설명해보시오.,프레임
